method,gt_instance_id,frame_id,gt_index,video,target_frame,metadata_frame,timestamp,quality_group,class_id,class,raw_detected,tracked_detected,raw_confidence,tracked_confidence,track_id,missed_frames_before_target,persisted_at_target,outcome,model,confidence_threshold
botsort_persist_1,video3/v03_20-20_f00242_t08.07_severe_blur/gt000,video3/v03_20-20_f00242_t08.07_severe_blur,0,video3,242,00242,08.07,severe_blur,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video3/v03_20-20_f00242_t08.07_severe_blur/gt000,video3/v03_20-20_f00242_t08.07_severe_blur,0,video3,242,00242,08.07,severe_blur,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video3/v03_20-20_f00242_t08.07_severe_blur/gt000,video3/v03_20-20_f00242_t08.07_severe_blur,0,video3,242,00242,08.07,severe_blur,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00000_t00.00_clear/gt000,video4/v04_20-21_f00000_t00.00_clear,0,video4,0,00000,00.00,clear,0,person,True,True,0.8125,0.8072,1,0,False,both_detected,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00000_t00.00_clear/gt001,video4/v04_20-21_f00000_t00.00_clear,1,video4,0,00000,00.00,clear,0,person,True,True,0.4138,0.3435,2,0,False,both_detected,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00000_t00.00_clear/gt002,video4/v04_20-21_f00000_t00.00_clear,2,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00000_t00.00_clear/gt003,video4/v04_20-21_f00000_t00.00_clear,3,video4,0,00000,00.00,clear,39,bottle,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00000_t00.00_clear/gt004,video4/v04_20-21_f00000_t00.00_clear,4,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00000_t00.00_clear/gt005,video4/v04_20-21_f00000_t00.00_clear,5,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00000_t00.00_clear/gt006,video4/v04_20-21_f00000_t00.00_clear,6,video4,0,00000,00.00,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00000_t00.00_clear/gt007,video4/v04_20-21_f00000_t00.00_clear,7,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00000_t00.00_clear/gt000,video4/v04_20-21_f00000_t00.00_clear,0,video4,0,00000,00.00,clear,0,person,True,True,0.8125,0.8125,,0,False,both_detected,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00000_t00.00_clear/gt001,video4/v04_20-21_f00000_t00.00_clear,1,video4,0,00000,00.00,clear,0,person,True,True,0.4138,0.4138,,0,False,both_detected,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00000_t00.00_clear/gt002,video4/v04_20-21_f00000_t00.00_clear,2,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00000_t00.00_clear/gt003,video4/v04_20-21_f00000_t00.00_clear,3,video4,0,00000,00.00,clear,39,bottle,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00000_t00.00_clear/gt004,video4/v04_20-21_f00000_t00.00_clear,4,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00000_t00.00_clear/gt005,video4/v04_20-21_f00000_t00.00_clear,5,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00000_t00.00_clear/gt006,video4/v04_20-21_f00000_t00.00_clear,6,video4,0,00000,00.00,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00000_t00.00_clear/gt007,video4/v04_20-21_f00000_t00.00_clear,7,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00000_t00.00_clear/gt000,video4/v04_20-21_f00000_t00.00_clear,0,video4,0,00000,00.00,clear,0,person,True,True,0.8125,0.8125,,0,False,both_detected,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00000_t00.00_clear/gt001,video4/v04_20-21_f00000_t00.00_clear,1,video4,0,00000,00.00,clear,0,person,True,True,0.4138,0.4138,,0,False,both_detected,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00000_t00.00_clear/gt002,video4/v04_20-21_f00000_t00.00_clear,2,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00000_t00.00_clear/gt003,video4/v04_20-21_f00000_t00.00_clear,3,video4,0,00000,00.00,clear,39,bottle,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00000_t00.00_clear/gt004,video4/v04_20-21_f00000_t00.00_clear,4,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00000_t00.00_clear/gt005,video4/v04_20-21_f00000_t00.00_clear,5,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00000_t00.00_clear/gt006,video4/v04_20-21_f00000_t00.00_clear,6,video4,0,00000,00.00,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00000_t00.00_clear/gt007,video4/v04_20-21_f00000_t00.00_clear,7,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00000_t00.00_clear/gt000,video4/v04_20-21_f00000_t00.00_clear,0,video4,0,00000,00.00,clear,0,person,True,True,0.8125,0.8125,,0,False,both_detected,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00000_t00.00_clear/gt001,video4/v04_20-21_f00000_t00.00_clear,1,video4,0,00000,00.00,clear,0,person,True,True,0.4138,0.4138,,0,False,both_detected,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00000_t00.00_clear/gt002,video4/v04_20-21_f00000_t00.00_clear,2,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00000_t00.00_clear/gt003,video4/v04_20-21_f00000_t00.00_clear,3,video4,0,00000,00.00,clear,39,bottle,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00000_t00.00_clear/gt004,video4/v04_20-21_f00000_t00.00_clear,4,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00000_t00.00_clear/gt005,video4/v04_20-21_f00000_t00.00_clear,5,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00000_t00.00_clear/gt006,video4/v04_20-21_f00000_t00.00_clear,6,video4,0,00000,00.00,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00000_t00.00_clear/gt007,video4/v04_20-21_f00000_t00.00_clear,7,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00000_t00.00_clear/gt000,video4/v04_20-21_f00000_t00.00_clear,0,video4,0,00000,00.00,clear,0,person,True,True,0.8125,0.8072,1,0,False,both_detected,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00000_t00.00_clear/gt001,video4/v04_20-21_f00000_t00.00_clear,1,video4,0,00000,00.00,clear,0,person,True,True,0.4138,0.3435,2,0,False,both_detected,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00000_t00.00_clear/gt002,video4/v04_20-21_f00000_t00.00_clear,2,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00000_t00.00_clear/gt003,video4/v04_20-21_f00000_t00.00_clear,3,video4,0,00000,00.00,clear,39,bottle,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00000_t00.00_clear/gt004,video4/v04_20-21_f00000_t00.00_clear,4,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00000_t00.00_clear/gt005,video4/v04_20-21_f00000_t00.00_clear,5,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00000_t00.00_clear/gt006,video4/v04_20-21_f00000_t00.00_clear,6,video4,0,00000,00.00,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00000_t00.00_clear/gt007,video4/v04_20-21_f00000_t00.00_clear,7,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00000_t00.00_clear/gt000,video4/v04_20-21_f00000_t00.00_clear,0,video4,0,00000,00.00,clear,0,person,True,True,0.8125,0.8125,,0,False,both_detected,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00000_t00.00_clear/gt001,video4/v04_20-21_f00000_t00.00_clear,1,video4,0,00000,00.00,clear,0,person,True,True,0.4138,0.4138,,0,False,both_detected,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00000_t00.00_clear/gt002,video4/v04_20-21_f00000_t00.00_clear,2,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00000_t00.00_clear/gt003,video4/v04_20-21_f00000_t00.00_clear,3,video4,0,00000,00.00,clear,39,bottle,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00000_t00.00_clear/gt004,video4/v04_20-21_f00000_t00.00_clear,4,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00000_t00.00_clear/gt005,video4/v04_20-21_f00000_t00.00_clear,5,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00000_t00.00_clear/gt006,video4/v04_20-21_f00000_t00.00_clear,6,video4,0,00000,00.00,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00000_t00.00_clear/gt007,video4/v04_20-21_f00000_t00.00_clear,7,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00000_t00.00_clear/gt000,video4/v04_20-21_f00000_t00.00_clear,0,video4,0,00000,00.00,clear,0,person,True,True,0.8125,0.8125,,0,False,both_detected,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00000_t00.00_clear/gt001,video4/v04_20-21_f00000_t00.00_clear,1,video4,0,00000,00.00,clear,0,person,True,True,0.4138,0.4138,,0,False,both_detected,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00000_t00.00_clear/gt002,video4/v04_20-21_f00000_t00.00_clear,2,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00000_t00.00_clear/gt003,video4/v04_20-21_f00000_t00.00_clear,3,video4,0,00000,00.00,clear,39,bottle,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00000_t00.00_clear/gt004,video4/v04_20-21_f00000_t00.00_clear,4,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00000_t00.00_clear/gt005,video4/v04_20-21_f00000_t00.00_clear,5,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00000_t00.00_clear/gt006,video4/v04_20-21_f00000_t00.00_clear,6,video4,0,00000,00.00,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00000_t00.00_clear/gt007,video4/v04_20-21_f00000_t00.00_clear,7,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00000_t00.00_clear/gt000,video4/v04_20-21_f00000_t00.00_clear,0,video4,0,00000,00.00,clear,0,person,True,True,0.8125,0.8125,,0,False,both_detected,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00000_t00.00_clear/gt001,video4/v04_20-21_f00000_t00.00_clear,1,video4,0,00000,00.00,clear,0,person,True,True,0.4138,0.4138,,0,False,both_detected,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00000_t00.00_clear/gt002,video4/v04_20-21_f00000_t00.00_clear,2,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00000_t00.00_clear/gt003,video4/v04_20-21_f00000_t00.00_clear,3,video4,0,00000,00.00,clear,39,bottle,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00000_t00.00_clear/gt004,video4/v04_20-21_f00000_t00.00_clear,4,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00000_t00.00_clear/gt005,video4/v04_20-21_f00000_t00.00_clear,5,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00000_t00.00_clear/gt006,video4/v04_20-21_f00000_t00.00_clear,6,video4,0,00000,00.00,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00000_t00.00_clear/gt007,video4/v04_20-21_f00000_t00.00_clear,7,video4,0,00000,00.00,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00038_t01.27_clear/gt000,video4/v04_20-21_f00038_t01.27_clear,0,video4,38,00038,01.27,clear,0,person,True,True,0.8585,0.8542,1,0,False,both_detected,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00038_t01.27_clear/gt001,video4/v04_20-21_f00038_t01.27_clear,1,video4,38,00038,01.27,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00038_t01.27_clear/gt002,video4/v04_20-21_f00038_t01.27_clear,2,video4,38,00038,01.27,clear,39,bottle,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00038_t01.27_clear/gt003,video4/v04_20-21_f00038_t01.27_clear,3,video4,38,00038,01.27,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00038_t01.27_clear/gt004,video4/v04_20-21_f00038_t01.27_clear,4,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00038_t01.27_clear/gt005,video4/v04_20-21_f00038_t01.27_clear,5,video4,38,00038,01.27,clear,0,person,True,True,0.2803,0.3018,2,0,False,both_detected,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00038_t01.27_clear/gt006,video4/v04_20-21_f00038_t01.27_clear,6,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00038_t01.27_clear/gt007,video4/v04_20-21_f00038_t01.27_clear,7,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00038_t01.27_clear/gt000,video4/v04_20-21_f00038_t01.27_clear,0,video4,38,00038,01.27,clear,0,person,True,True,0.8585,0.8585,,0,False,both_detected,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00038_t01.27_clear/gt001,video4/v04_20-21_f00038_t01.27_clear,1,video4,38,00038,01.27,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00038_t01.27_clear/gt002,video4/v04_20-21_f00038_t01.27_clear,2,video4,38,00038,01.27,clear,39,bottle,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00038_t01.27_clear/gt003,video4/v04_20-21_f00038_t01.27_clear,3,video4,38,00038,01.27,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00038_t01.27_clear/gt004,video4/v04_20-21_f00038_t01.27_clear,4,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00038_t01.27_clear/gt005,video4/v04_20-21_f00038_t01.27_clear,5,video4,38,00038,01.27,clear,0,person,True,True,0.2803,0.2803,,0,False,both_detected,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00038_t01.27_clear/gt006,video4/v04_20-21_f00038_t01.27_clear,6,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00038_t01.27_clear/gt007,video4/v04_20-21_f00038_t01.27_clear,7,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00038_t01.27_clear/gt000,video4/v04_20-21_f00038_t01.27_clear,0,video4,38,00038,01.27,clear,0,person,True,True,0.8585,0.8585,,0,False,both_detected,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00038_t01.27_clear/gt001,video4/v04_20-21_f00038_t01.27_clear,1,video4,38,00038,01.27,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00038_t01.27_clear/gt002,video4/v04_20-21_f00038_t01.27_clear,2,video4,38,00038,01.27,clear,39,bottle,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00038_t01.27_clear/gt003,video4/v04_20-21_f00038_t01.27_clear,3,video4,38,00038,01.27,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00038_t01.27_clear/gt004,video4/v04_20-21_f00038_t01.27_clear,4,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00038_t01.27_clear/gt005,video4/v04_20-21_f00038_t01.27_clear,5,video4,38,00038,01.27,clear,0,person,True,True,0.2803,0.2803,,0,False,both_detected,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00038_t01.27_clear/gt006,video4/v04_20-21_f00038_t01.27_clear,6,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00038_t01.27_clear/gt007,video4/v04_20-21_f00038_t01.27_clear,7,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00038_t01.27_clear/gt000,video4/v04_20-21_f00038_t01.27_clear,0,video4,38,00038,01.27,clear,0,person,True,True,0.8585,0.8585,,0,False,both_detected,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00038_t01.27_clear/gt001,video4/v04_20-21_f00038_t01.27_clear,1,video4,38,00038,01.27,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00038_t01.27_clear/gt002,video4/v04_20-21_f00038_t01.27_clear,2,video4,38,00038,01.27,clear,39,bottle,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00038_t01.27_clear/gt003,video4/v04_20-21_f00038_t01.27_clear,3,video4,38,00038,01.27,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00038_t01.27_clear/gt004,video4/v04_20-21_f00038_t01.27_clear,4,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00038_t01.27_clear/gt005,video4/v04_20-21_f00038_t01.27_clear,5,video4,38,00038,01.27,clear,0,person,True,True,0.2803,0.2803,,0,False,both_detected,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00038_t01.27_clear/gt006,video4/v04_20-21_f00038_t01.27_clear,6,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00038_t01.27_clear/gt007,video4/v04_20-21_f00038_t01.27_clear,7,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00038_t01.27_clear/gt000,video4/v04_20-21_f00038_t01.27_clear,0,video4,38,00038,01.27,clear,0,person,True,True,0.8585,0.8542,1,0,False,both_detected,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00038_t01.27_clear/gt001,video4/v04_20-21_f00038_t01.27_clear,1,video4,38,00038,01.27,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00038_t01.27_clear/gt002,video4/v04_20-21_f00038_t01.27_clear,2,video4,38,00038,01.27,clear,39,bottle,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00038_t01.27_clear/gt003,video4/v04_20-21_f00038_t01.27_clear,3,video4,38,00038,01.27,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00038_t01.27_clear/gt004,video4/v04_20-21_f00038_t01.27_clear,4,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00038_t01.27_clear/gt005,video4/v04_20-21_f00038_t01.27_clear,5,video4,38,00038,01.27,clear,0,person,True,True,0.2803,0.3018,2,0,False,both_detected,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00038_t01.27_clear/gt006,video4/v04_20-21_f00038_t01.27_clear,6,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00038_t01.27_clear/gt007,video4/v04_20-21_f00038_t01.27_clear,7,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00038_t01.27_clear/gt000,video4/v04_20-21_f00038_t01.27_clear,0,video4,38,00038,01.27,clear,0,person,True,True,0.8585,0.8585,,0,False,both_detected,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00038_t01.27_clear/gt001,video4/v04_20-21_f00038_t01.27_clear,1,video4,38,00038,01.27,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00038_t01.27_clear/gt002,video4/v04_20-21_f00038_t01.27_clear,2,video4,38,00038,01.27,clear,39,bottle,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00038_t01.27_clear/gt003,video4/v04_20-21_f00038_t01.27_clear,3,video4,38,00038,01.27,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00038_t01.27_clear/gt004,video4/v04_20-21_f00038_t01.27_clear,4,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00038_t01.27_clear/gt005,video4/v04_20-21_f00038_t01.27_clear,5,video4,38,00038,01.27,clear,0,person,True,True,0.2803,0.2803,,0,False,both_detected,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00038_t01.27_clear/gt006,video4/v04_20-21_f00038_t01.27_clear,6,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00038_t01.27_clear/gt007,video4/v04_20-21_f00038_t01.27_clear,7,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00038_t01.27_clear/gt000,video4/v04_20-21_f00038_t01.27_clear,0,video4,38,00038,01.27,clear,0,person,True,True,0.8585,0.8585,,0,False,both_detected,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00038_t01.27_clear/gt001,video4/v04_20-21_f00038_t01.27_clear,1,video4,38,00038,01.27,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00038_t01.27_clear/gt002,video4/v04_20-21_f00038_t01.27_clear,2,video4,38,00038,01.27,clear,39,bottle,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00038_t01.27_clear/gt003,video4/v04_20-21_f00038_t01.27_clear,3,video4,38,00038,01.27,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00038_t01.27_clear/gt004,video4/v04_20-21_f00038_t01.27_clear,4,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00038_t01.27_clear/gt005,video4/v04_20-21_f00038_t01.27_clear,5,video4,38,00038,01.27,clear,0,person,True,True,0.2803,0.2803,,0,False,both_detected,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00038_t01.27_clear/gt006,video4/v04_20-21_f00038_t01.27_clear,6,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00038_t01.27_clear/gt007,video4/v04_20-21_f00038_t01.27_clear,7,video4,38,00038,01.27,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00038_t01.27_clear/gt000,video4/v04_20-21_f00038_t01.27_clear,0,video4,38,00038,01.27,clear,0,person,True,True,0.8585,0.8585,,0,False,both_detected,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00038_t01.27_clear/gt001,video4/v04_20-21_f00038_t01.27_clear,1,video4,38,00038,01.27,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00038_t01.27_clear/gt002,video4/v04_20-21_f00038_t01.27_clear,2,video4,38,00038,01.27,clear,39,bottle,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00038_t01.27_clear/gt003,video4/v04_20-21_f00038_t01.27_clear,3,video4,38,00038,01.27,clear,24,backpack,False,False,,,,,False,still_missed,yolov8n.pt,0.15
