model,confidence_threshold,neighbor_offset,frame_id,quality_group,gt_index,class_id,class_name,raw_detected,raw_confidence,gaussian_detected,gaussian_confidence,bilateral_detected,bilateral_confidence,wiener_denoise_detected,wiener_denoise_confidence,wiener_deconv_detected,wiener_deconv_confidence,clahe_detected,clahe_confidence,temporal_fixed_detected,temporal_fixed_confidence,temporal_quality_weighted_detected,temporal_quality_weighted_confidence,any_method_detected,num_methods_detecting,detected_by,unique_rescuer
yolov8n.pt,0.15,1,video3/v03_20-20_f00048_t01.60_moderate_blur,moderate_blur,4,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00048_t01.60_moderate_blur,moderate_blur,5,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00064_t02.13_clear,clear,0,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00064_t02.13_clear,clear,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00064_t02.13_clear,clear,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00064_t02.13_clear,clear,3,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00064_t02.13_clear,clear,4,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00064_t02.13_clear,clear,5,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00064_t02.13_clear,clear,6,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00080_t02.67_moderate_blur,moderate_blur,0,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00080_t02.67_moderate_blur,moderate_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00080_t02.67_moderate_blur,moderate_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00080_t02.67_moderate_blur,moderate_blur,3,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00080_t02.67_moderate_blur,moderate_blur,4,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00080_t02.67_moderate_blur,moderate_blur,5,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00097_t03.23_clear,clear,0,0,person,True,0.6757,True,0.5808,True,0.4047,True,0.5679,False,,True,0.7562,True,0.5014,True,0.4119,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
yolov8n.pt,0.15,1,video3/v03_20-20_f00097_t03.23_clear,clear,1,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00097_t03.23_clear,clear,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00097_t03.23_clear,clear,3,0,person,True,0.2502,False,,False,,False,,False,,True,0.6576,False,,False,,True,2,raw|clahe,
yolov8n.pt,0.15,1,video3/v03_20-20_f00097_t03.23_clear,clear,4,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00097_t03.23_clear,clear,5,39,bottle,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00113_t03.77_severe_blur,severe_blur,0,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00113_t03.77_severe_blur,severe_blur,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00113_t03.77_severe_blur,severe_blur,2,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00113_t03.77_severe_blur,severe_blur,3,39,bottle,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00113_t03.77_severe_blur,severe_blur,4,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00113_t03.77_severe_blur,severe_blur,5,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00145_t04.83_moderate_blur,moderate_blur,0,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00145_t04.83_moderate_blur,moderate_blur,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00145_t04.83_moderate_blur,moderate_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00145_t04.83_moderate_blur,moderate_blur,3,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00145_t04.83_moderate_blur,moderate_blur,4,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00161_t05.37_moderate_blur,moderate_blur,0,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00161_t05.37_moderate_blur,moderate_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00161_t05.37_moderate_blur,moderate_blur,2,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00177_t05.90_moderate_blur,moderate_blur,0,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00177_t05.90_moderate_blur,moderate_blur,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00177_t05.90_moderate_blur,moderate_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00210_t07.00_severe_blur,severe_blur,0,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00210_t07.00_severe_blur,severe_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00210_t07.00_severe_blur,severe_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00210_t07.00_severe_blur,severe_blur,3,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00210_t07.00_severe_blur,severe_blur,4,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video3/v03_20-20_f00242_t08.07_severe_blur,severe_blur,0,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00000_t00.00_clear,clear,0,0,person,True,0.8125,True,0.7293,True,0.8046,True,0.8239,False,,True,0.8575,True,0.7892,True,0.7848,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
yolov8n.pt,0.15,1,video4/v04_20-21_f00000_t00.00_clear,clear,1,0,person,True,0.4138,True,0.5287,True,0.4053,True,0.496,False,,True,0.2691,True,0.4093,True,0.4127,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
yolov8n.pt,0.15,1,video4/v04_20-21_f00000_t00.00_clear,clear,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00000_t00.00_clear,clear,3,39,bottle,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00000_t00.00_clear,clear,4,56,chair,False,,True,0.1926,False,,True,0.1923,False,,True,0.3216,True,0.2577,True,0.3139,True,5,gaussian|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
yolov8n.pt,0.15,1,video4/v04_20-21_f00000_t00.00_clear,clear,5,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00000_t00.00_clear,clear,6,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00000_t00.00_clear,clear,7,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00038_t01.27_clear,clear,0,0,person,True,0.8585,True,0.4294,True,0.4095,True,0.6575,False,,True,0.8843,True,0.7147,True,0.532,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
yolov8n.pt,0.15,1,video4/v04_20-21_f00038_t01.27_clear,clear,1,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00038_t01.27_clear,clear,2,39,bottle,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00038_t01.27_clear,clear,3,24,backpack,False,,False,,False,,False,,False,,True,0.1762,False,,False,,True,1,clahe,clahe
yolov8n.pt,0.15,1,video4/v04_20-21_f00038_t01.27_clear,clear,4,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00038_t01.27_clear,clear,5,0,person,True,0.2803,True,0.6582,True,0.7721,True,0.7343,False,,False,,True,0.4772,True,0.5422,True,6,raw|gaussian|bilateral|wiener_denoise|temporal_fixed|temporal_quality_weighted,
yolov8n.pt,0.15,1,video4/v04_20-21_f00038_t01.27_clear,clear,6,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00038_t01.27_clear,clear,7,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00076_t02.53_clear,clear,0,0,person,True,0.8806,True,0.8195,True,0.8302,True,0.8309,False,,True,0.9004,True,0.8745,True,0.8737,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
yolov8n.pt,0.15,1,video4/v04_20-21_f00076_t02.53_clear,clear,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00076_t02.53_clear,clear,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00076_t02.53_clear,clear,3,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00076_t02.53_clear,clear,4,56,chair,False,,False,,False,,False,,False,,True,0.1588,False,,False,,True,1,clahe,clahe
yolov8n.pt,0.15,1,video4/v04_20-21_f00076_t02.53_clear,clear,5,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00076_t02.53_clear,clear,6,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00076_t02.53_clear,clear,7,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00076_t02.53_clear,clear,8,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00076_t02.53_clear,clear,9,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00114_t03.80_moderate_blur,moderate_blur,0,0,person,True,0.8419,True,0.8272,True,0.8206,True,0.8219,False,,True,0.8829,True,0.8429,True,0.8454,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
yolov8n.pt,0.15,1,video4/v04_20-21_f00114_t03.80_moderate_blur,moderate_blur,1,56,chair,True,0.4391,True,0.335,False,,True,0.2206,False,,True,0.5209,True,0.3418,True,0.3203,True,6,raw|gaussian|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
yolov8n.pt,0.15,1,video4/v04_20-21_f00114_t03.80_moderate_blur,moderate_blur,2,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00114_t03.80_moderate_blur,moderate_blur,3,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00114_t03.80_moderate_blur,moderate_blur,4,16,dog,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00114_t03.80_moderate_blur,moderate_blur,5,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00114_t03.80_moderate_blur,moderate_blur,6,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00114_t03.80_moderate_blur,moderate_blur,7,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00152_t05.07_moderate_blur,moderate_blur,0,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00152_t05.07_moderate_blur,moderate_blur,1,39,bottle,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00152_t05.07_moderate_blur,moderate_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00152_t05.07_moderate_blur,moderate_blur,3,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00152_t05.07_moderate_blur,moderate_blur,4,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00152_t05.07_moderate_blur,moderate_blur,5,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00190_t06.33_moderate_blur,moderate_blur,0,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00190_t06.33_moderate_blur,moderate_blur,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00190_t06.33_moderate_blur,moderate_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00228_t07.60_severe_blur,severe_blur,0,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00228_t07.60_severe_blur,severe_blur,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00228_t07.60_severe_blur,severe_blur,2,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00228_t07.60_severe_blur,severe_blur,3,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00266_t08.87_clear,clear,0,0,person,True,0.4501,True,0.5431,True,0.4804,True,0.542,False,,True,0.6863,True,0.6714,True,0.6373,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
yolov8n.pt,0.15,1,video4/v04_20-21_f00266_t08.87_clear,clear,1,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00266_t08.87_clear,clear,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00266_t08.87_clear,clear,3,39,bottle,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00266_t08.87_clear,clear,4,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00304_t10.13_severe_blur,severe_blur,0,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00304_t10.13_severe_blur,severe_blur,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00304_t10.13_severe_blur,severe_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00304_t10.13_severe_blur,severe_blur,3,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00304_t10.13_severe_blur,severe_blur,4,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00342_t11.40_severe_blur,severe_blur,0,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00342_t11.40_severe_blur,severe_blur,1,0,person,True,0.4117,False,,False,,False,,False,,True,0.7078,True,0.218,False,,True,3,raw|clahe|temporal_fixed,
yolov8n.pt,0.15,1,video4/v04_20-21_f00342_t11.40_severe_blur,severe_blur,2,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00342_t11.40_severe_blur,severe_blur,3,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00342_t11.40_severe_blur,severe_blur,4,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00342_t11.40_severe_blur,severe_blur,5,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00342_t11.40_severe_blur,severe_blur,6,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00380_t12.67_moderate_blur,moderate_blur,0,0,person,True,0.3336,True,0.3404,True,0.2807,True,0.3164,False,,True,0.5215,True,0.3493,True,0.3648,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
yolov8n.pt,0.15,1,video4/v04_20-21_f00380_t12.67_moderate_blur,moderate_blur,1,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00380_t12.67_moderate_blur,moderate_blur,2,39,bottle,True,0.2027,False,,False,,False,,False,,True,0.1901,True,0.2352,True,0.2354,True,4,raw|clahe|temporal_fixed|temporal_quality_weighted,
yolov8n.pt,0.15,1,video4/v04_20-21_f00418_t13.93_moderate_blur,moderate_blur,0,0,person,True,0.879,True,0.881,True,0.8881,True,0.8904,False,,True,0.9012,True,0.8893,True,0.8843,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
yolov8n.pt,0.15,1,video4/v04_20-21_f00418_t13.93_moderate_blur,moderate_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00418_t13.93_moderate_blur,moderate_blur,2,56,chair,True,0.4586,True,0.4721,True,0.3838,True,0.4311,False,,True,0.2171,True,0.1843,True,0.1832,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
yolov8n.pt,0.15,1,video4/v04_20-21_f00418_t13.93_moderate_blur,moderate_blur,3,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00418_t13.93_moderate_blur,moderate_blur,4,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00418_t13.93_moderate_blur,moderate_blur,5,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00418_t13.93_moderate_blur,moderate_blur,6,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00418_t13.93_moderate_blur,moderate_blur,7,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video4/v04_20-21_f00418_t13.93_moderate_blur,moderate_blur,8,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video5/v05_20-23_f00000_t00.00_clear,clear,0,57,couch,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video5/v05_20-23_f00022_t00.73_clear,clear,0,57,couch,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video5/v05_20-23_f00022_t00.73_clear,clear,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video5/v05_20-23_f00068_t02.27_moderate_blur,moderate_blur,0,57,couch,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video5/v05_20-23_f00136_t04.53_moderate_blur,moderate_blur,0,57,couch,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video5/v05_20-23_f00181_t06.03_moderate_blur,moderate_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video5/v05_20-23_f00181_t06.03_moderate_blur,moderate_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video5/v05_20-23_f00204_t06.80_clear,clear,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video5/v05_20-23_f00250_t08.33_moderate_blur,moderate_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video5/v05_20-23_f00250_t08.33_moderate_blur,moderate_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video5/v05_20-23_f00295_t09.83_clear,clear,0,57,couch,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video5/v05_20-23_f00318_t10.60_moderate_blur,moderate_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video5/v05_20-23_f00318_t10.60_moderate_blur,moderate_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video5/v05_20-23_f00318_t10.60_moderate_blur,moderate_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video5/v05_20-23_f00386_t12.87_severe_blur,severe_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00000_t00.00_clear,clear,0,0,person,False,,True,0.1501,False,,False,,False,,False,,True,0.1597,False,,True,2,gaussian|temporal_fixed,
yolov8n.pt,0.15,1,video6/v06_20-24_f00000_t00.00_clear,clear,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00000_t00.00_clear,clear,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00000_t00.00_clear,clear,3,57,couch,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00030_t01.00_clear,clear,0,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00030_t01.00_clear,clear,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00123_t04.10_moderate_blur,moderate_blur,0,0,person,False,,False,,False,,False,,False,,True,0.1811,False,,False,,True,1,clahe,clahe
yolov8n.pt,0.15,1,video6/v06_20-24_f00123_t04.10_moderate_blur,moderate_blur,1,0,person,False,,False,,False,,False,,False,,False,,False,,True,0.3073,True,1,temporal_quality_weighted,temporal_quality_weighted
yolov8n.pt,0.15,1,video6/v06_20-24_f00154_t05.13_moderate_blur,moderate_blur,0,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00154_t05.13_moderate_blur,moderate_blur,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00154_t05.13_moderate_blur,moderate_blur,2,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00154_t05.13_moderate_blur,moderate_blur,3,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00184_t06.13_severe_blur,severe_blur,0,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00215_t07.17_severe_blur,severe_blur,0,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00215_t07.17_severe_blur,severe_blur,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00215_t07.17_severe_blur,severe_blur,2,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00215_t07.17_severe_blur,severe_blur,3,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00215_t07.17_severe_blur,severe_blur,4,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00277_t09.23_moderate_blur,moderate_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00277_t09.23_moderate_blur,moderate_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00277_t09.23_moderate_blur,moderate_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
