model,confidence_threshold,video,frame,filter,n_detections,mean_confidence,preprocess_ms,yolo_ms,total_ms,annotated
yolov8n.pt,0.15,video3,v03_20-20_f00242_t08.07_severe_blur.png,bilateral,0,0.0,8.456,51.315,59.771,True
yolov8n.pt,0.15,video3,v03_20-20_f00242_t08.07_severe_blur.png,wiener_denoise,0,0.0,44.52,50.995,95.515,True
yolov8n.pt,0.15,video3,v03_20-20_f00242_t08.07_severe_blur.png,wiener_deconv,1,0.2965,59.309,56.034,115.343,True
yolov8n.pt,0.15,video3,v03_20-20_f00242_t08.07_severe_blur.png,clahe,0,0.0,4.095,49.118,53.213,True
yolov8n.pt,0.15,video4,v04_20-21_f00000_t00.00_clear.png,raw,3,0.4725,0.0,52.4,52.4,True
yolov8n.pt,0.15,video4,v04_20-21_f00000_t00.00_clear.png,gaussian,3,0.4835,0.573,51.348,51.921,True
yolov8n.pt,0.15,video4,v04_20-21_f00000_t00.00_clear.png,bilateral,2,0.6049,8.57,47.875,56.445,True
yolov8n.pt,0.15,video4,v04_20-21_f00000_t00.00_clear.png,wiener_denoise,3,0.5041,45.697,51.044,96.741,True
yolov8n.pt,0.15,video4,v04_20-21_f00000_t00.00_clear.png,wiener_deconv,0,0.0,61.156,48.327,109.483,True
yolov8n.pt,0.15,video4,v04_20-21_f00000_t00.00_clear.png,clahe,5,0.5466,2.873,46.801,49.674,True
yolov8n.pt,0.15,video4,v04_20-21_f00038_t01.27_clear.png,raw,2,0.5694,0.001,50.03,50.031,True
yolov8n.pt,0.15,video4,v04_20-21_f00038_t01.27_clear.png,gaussian,2,0.5438,0.497,49.024,49.521,True
yolov8n.pt,0.15,video4,v04_20-21_f00038_t01.27_clear.png,bilateral,2,0.5908,8.432,55.649,64.081,True
yolov8n.pt,0.15,video4,v04_20-21_f00038_t01.27_clear.png,wiener_denoise,2,0.6959,42.399,45.968,88.367,True
yolov8n.pt,0.15,video4,v04_20-21_f00038_t01.27_clear.png,wiener_deconv,0,0.0,53.738,51.484,105.222,True
yolov8n.pt,0.15,video4,v04_20-21_f00038_t01.27_clear.png,clahe,4,0.376,3.735,51.538,55.273,True
yolov8n.pt,0.15,video4,v04_20-21_f00076_t02.53_clear.png,raw,3,0.4136,0.0,52.411,52.411,True
yolov8n.pt,0.15,video4,v04_20-21_f00076_t02.53_clear.png,gaussian,1,0.8195,0.598,45.597,46.195,True
yolov8n.pt,0.15,video4,v04_20-21_f00076_t02.53_clear.png,bilateral,1,0.8302,9.047,47.898,56.945,True
yolov8n.pt,0.15,video4,v04_20-21_f00076_t02.53_clear.png,wiener_denoise,1,0.8309,39.584,51.757,91.342,True
yolov8n.pt,0.15,video4,v04_20-21_f00076_t02.53_clear.png,wiener_deconv,0,0.0,54.413,46.735,101.147,True
yolov8n.pt,0.15,video4,v04_20-21_f00076_t02.53_clear.png,clahe,5,0.5321,2.906,47.68,50.587,True
yolov8n.pt,0.15,video4,v04_20-21_f00114_t03.80_moderate_blur.png,raw,2,0.6405,0.0,53.215,53.216,True
yolov8n.pt,0.15,video4,v04_20-21_f00114_t03.80_moderate_blur.png,gaussian,2,0.5811,0.502,52.616,53.118,True
yolov8n.pt,0.15,video4,v04_20-21_f00114_t03.80_moderate_blur.png,bilateral,1,0.8206,9.299,43.82,53.119,True
yolov8n.pt,0.15,video4,v04_20-21_f00114_t03.80_moderate_blur.png,wiener_denoise,2,0.5212,48.294,40.669,88.963,True
yolov8n.pt,0.15,video4,v04_20-21_f00114_t03.80_moderate_blur.png,wiener_deconv,0,0.0,57.766,52.589,110.355,True
yolov8n.pt,0.15,video4,v04_20-21_f00114_t03.80_moderate_blur.png,clahe,4,0.456,2.507,51.343,53.85,True
yolov8n.pt,0.15,video4,v04_20-21_f00152_t05.07_moderate_blur.png,raw,0,0.0,0.0,52.075,52.075,True
yolov8n.pt,0.15,video4,v04_20-21_f00152_t05.07_moderate_blur.png,gaussian,0,0.0,0.601,51.108,51.709,True
yolov8n.pt,0.15,video4,v04_20-21_f00152_t05.07_moderate_blur.png,bilateral,0,0.0,8.974,48.474,57.448,True
yolov8n.pt,0.15,video4,v04_20-21_f00152_t05.07_moderate_blur.png,wiener_denoise,0,0.0,42.899,49.28,92.179,True
yolov8n.pt,0.15,video4,v04_20-21_f00152_t05.07_moderate_blur.png,wiener_deconv,0,0.0,49.546,47.796,97.342,True
yolov8n.pt,0.15,video4,v04_20-21_f00152_t05.07_moderate_blur.png,clahe,0,0.0,2.645,44.781,47.426,True
yolov8n.pt,0.15,video4,v04_20-21_f00190_t06.33_moderate_blur.png,raw,0,0.0,0.006,58.523,58.529,True
yolov8n.pt,0.15,video4,v04_20-21_f00190_t06.33_moderate_blur.png,gaussian,1,0.2221,0.588,44.606,45.194,True
yolov8n.pt,0.15,video4,v04_20-21_f00190_t06.33_moderate_blur.png,bilateral,1,0.2118,8.433,43.202,51.635,True
yolov8n.pt,0.15,video4,v04_20-21_f00190_t06.33_moderate_blur.png,wiener_denoise,1,0.2357,44.444,50.918,95.362,True
yolov8n.pt,0.15,video4,v04_20-21_f00190_t06.33_moderate_blur.png,wiener_deconv,1,0.1886,58.157,50.481,108.638,True
yolov8n.pt,0.15,video4,v04_20-21_f00190_t06.33_moderate_blur.png,clahe,0,0.0,2.605,49.813,52.418,True
yolov8n.pt,0.15,video4,v04_20-21_f00228_t07.60_severe_blur.png,raw,0,0.0,0.0,46.592,46.593,True
yolov8n.pt,0.15,video4,v04_20-21_f00228_t07.60_severe_blur.png,gaussian,0,0.0,0.511,44.209,44.719,True
yolov8n.pt,0.15,video4,v04_20-21_f00228_t07.60_severe_blur.png,bilateral,0,0.0,8.47,49.192,57.662,True
yolov8n.pt,0.15,video4,v04_20-21_f00228_t07.60_severe_blur.png,wiener_denoise,0,0.0,31.606,47.316,78.921,True
yolov8n.pt,0.15,video4,v04_20-21_f00228_t07.60_severe_blur.png,wiener_deconv,0,0.0,52.567,48.918,101.485,True
yolov8n.pt,0.15,video4,v04_20-21_f00228_t07.60_severe_blur.png,clahe,0,0.0,2.286,61.421,63.707,True
yolov8n.pt,0.15,video4,v04_20-21_f00266_t08.87_clear.png,raw,2,0.322,0.0,44.673,44.673,True
yolov8n.pt,0.15,video4,v04_20-21_f00266_t08.87_clear.png,gaussian,2,0.3534,0.483,42.235,42.718,True
yolov8n.pt,0.15,video4,v04_20-21_f00266_t08.87_clear.png,bilateral,2,0.3205,8.653,50.417,59.07,True
yolov8n.pt,0.15,video4,v04_20-21_f00266_t08.87_clear.png,wiener_denoise,2,0.352,45.554,56.03,101.584,True
yolov8n.pt,0.15,video4,v04_20-21_f00266_t08.87_clear.png,wiener_deconv,1,0.3404,55.554,51.805,107.36,True
yolov8n.pt,0.15,video4,v04_20-21_f00266_t08.87_clear.png,clahe,2,0.6085,2.326,53.743,56.069,True
yolov8n.pt,0.15,video4,v04_20-21_f00304_t10.13_severe_blur.png,raw,0,0.0,0.002,49.845,49.847,True
yolov8n.pt,0.15,video4,v04_20-21_f00304_t10.13_severe_blur.png,gaussian,0,0.0,0.543,58.232,58.775,True
yolov8n.pt,0.15,video4,v04_20-21_f00304_t10.13_severe_blur.png,bilateral,0,0.0,9.032,49.544,58.575,True
yolov8n.pt,0.15,video4,v04_20-21_f00304_t10.13_severe_blur.png,wiener_denoise,0,0.0,38.485,55.467,93.952,True
yolov8n.pt,0.15,video4,v04_20-21_f00304_t10.13_severe_blur.png,wiener_deconv,0,0.0,61.64,44.144,105.783,True
yolov8n.pt,0.15,video4,v04_20-21_f00304_t10.13_severe_blur.png,clahe,1,0.2109,2.717,43.324,46.041,True
yolov8n.pt,0.15,video4,v04_20-21_f00342_t11.40_severe_blur.png,raw,1,0.4117,0.0,49.146,49.146,True
yolov8n.pt,0.15,video4,v04_20-21_f00342_t11.40_severe_blur.png,gaussian,0,0.0,0.51,48.791,49.302,True
yolov8n.pt,0.15,video4,v04_20-21_f00342_t11.40_severe_blur.png,bilateral,0,0.0,10.092,55.732,65.823,True
yolov8n.pt,0.15,video4,v04_20-21_f00342_t11.40_severe_blur.png,wiener_denoise,0,0.0,48.242,47.093,95.335,True
yolov8n.pt,0.15,video4,v04_20-21_f00342_t11.40_severe_blur.png,wiener_deconv,0,0.0,53.017,48.683,101.7,True
yolov8n.pt,0.15,video4,v04_20-21_f00342_t11.40_severe_blur.png,clahe,2,0.4385,2.905,53.0,55.905,True
yolov8n.pt,0.15,video4,v04_20-21_f00380_t12.67_moderate_blur.png,raw,3,0.2867,0.0,47.815,47.815,True
yolov8n.pt,0.15,video4,v04_20-21_f00380_t12.67_moderate_blur.png,gaussian,2,0.2982,0.534,54.009,54.543,True
yolov8n.pt,0.15,video4,v04_20-21_f00380_t12.67_moderate_blur.png,bilateral,3,0.2444,8.668,56.344,65.012,True
yolov8n.pt,0.15,video4,v04_20-21_f00380_t12.67_moderate_blur.png,wiener_denoise,2,0.2832,48.225,51.01,99.235,True
yolov8n.pt,0.15,video4,v04_20-21_f00380_t12.67_moderate_blur.png,wiener_deconv,0,0.0,55.633,54.897,110.53,True
yolov8n.pt,0.15,video4,v04_20-21_f00380_t12.67_moderate_blur.png,clahe,3,0.3399,3.274,53.491,56.766,True
yolov8n.pt,0.15,video4,v04_20-21_f00418_t13.93_moderate_blur.png,raw,2,0.6688,0.001,56.063,56.064,True
yolov8n.pt,0.15,video4,v04_20-21_f00418_t13.93_moderate_blur.png,gaussian,2,0.6765,0.714,72.562,73.276,True
yolov8n.pt,0.15,video4,v04_20-21_f00418_t13.93_moderate_blur.png,bilateral,2,0.6359,9.182,68.838,78.019,True
yolov8n.pt,0.15,video4,v04_20-21_f00418_t13.93_moderate_blur.png,wiener_denoise,2,0.6607,52.379,63.097,115.477,True
yolov8n.pt,0.15,video4,v04_20-21_f00418_t13.93_moderate_blur.png,wiener_deconv,0,0.0,63.177,51.078,114.255,True
yolov8n.pt,0.15,video4,v04_20-21_f00418_t13.93_moderate_blur.png,clahe,2,0.5591,3.488,50.101,53.59,True
yolov8n.pt,0.15,video5,v05_20-23_f00000_t00.00_clear.png,raw,0,0.0,0.0,50.99,50.99,True
yolov8n.pt,0.15,video5,v05_20-23_f00000_t00.00_clear.png,gaussian,1,0.3615,0.53,52.012,52.542,True
yolov8n.pt,0.15,video5,v05_20-23_f00000_t00.00_clear.png,bilateral,1,0.3502,9.349,41.28,50.629,True
yolov8n.pt,0.15,video5,v05_20-23_f00000_t00.00_clear.png,wiener_denoise,1,0.364,37.093,41.633,78.726,True
yolov8n.pt,0.15,video5,v05_20-23_f00000_t00.00_clear.png,wiener_deconv,0,0.0,53.554,53.311,106.865,True
yolov8n.pt,0.15,video5,v05_20-23_f00000_t00.00_clear.png,clahe,0,0.0,2.663,56.254,58.918,True
yolov8n.pt,0.15,video5,v05_20-23_f00022_t00.73_clear.png,raw,0,0.0,0.001,61.837,61.838,True
yolov8n.pt,0.15,video5,v05_20-23_f00022_t00.73_clear.png,gaussian,0,0.0,0.543,62.491,63.034,True
yolov8n.pt,0.15,video5,v05_20-23_f00022_t00.73_clear.png,bilateral,0,0.0,9.796,50.832,60.628,True
yolov8n.pt,0.15,video5,v05_20-23_f00022_t00.73_clear.png,wiener_denoise,0,0.0,46.519,83.625,130.144,True
yolov8n.pt,0.15,video5,v05_20-23_f00022_t00.73_clear.png,wiener_deconv,0,0.0,62.43,57.974,120.404,True
yolov8n.pt,0.15,video5,v05_20-23_f00022_t00.73_clear.png,clahe,0,0.0,2.727,49.194,51.92,True
yolov8n.pt,0.15,video5,v05_20-23_f00068_t02.27_moderate_blur.png,raw,0,0.0,0.005,47.137,47.142,True
yolov8n.pt,0.15,video5,v05_20-23_f00068_t02.27_moderate_blur.png,gaussian,0,0.0,0.607,45.422,46.029,True
yolov8n.pt,0.15,video5,v05_20-23_f00068_t02.27_moderate_blur.png,bilateral,0,0.0,8.474,47.703,56.177,True
yolov8n.pt,0.15,video5,v05_20-23_f00068_t02.27_moderate_blur.png,wiener_denoise,0,0.0,45.693,50.107,95.8,True
yolov8n.pt,0.15,video5,v05_20-23_f00068_t02.27_moderate_blur.png,wiener_deconv,0,0.0,56.842,68.97,125.811,True
yolov8n.pt,0.15,video5,v05_20-23_f00068_t02.27_moderate_blur.png,clahe,0,0.0,2.901,53.188,56.089,True
yolov8n.pt,0.15,video5,v05_20-23_f00136_t04.53_moderate_blur.png,raw,0,0.0,0.0,72.304,72.305,True
yolov8n.pt,0.15,video5,v05_20-23_f00136_t04.53_moderate_blur.png,gaussian,0,0.0,0.608,66.523,67.131,True
yolov8n.pt,0.15,video5,v05_20-23_f00136_t04.53_moderate_blur.png,bilateral,0,0.0,12.946,65.289,78.235,True
yolov8n.pt,0.15,video5,v05_20-23_f00136_t04.53_moderate_blur.png,wiener_denoise,0,0.0,61.9,68.761,130.661,True
yolov8n.pt,0.15,video5,v05_20-23_f00136_t04.53_moderate_blur.png,wiener_deconv,0,0.0,74.398,88.901,163.299,True
yolov8n.pt,0.15,video5,v05_20-23_f00136_t04.53_moderate_blur.png,clahe,0,0.0,3.663,70.392,74.056,True
yolov8n.pt,0.15,video5,v05_20-23_f00181_t06.03_moderate_blur.png,raw,0,0.0,0.001,69.407,69.408,True
yolov8n.pt,0.15,video5,v05_20-23_f00181_t06.03_moderate_blur.png,gaussian,0,0.0,0.778,60.019,60.797,True
yolov8n.pt,0.15,video5,v05_20-23_f00181_t06.03_moderate_blur.png,bilateral,0,0.0,11.051,64.2,75.251,True
yolov8n.pt,0.15,video5,v05_20-23_f00181_t06.03_moderate_blur.png,wiener_denoise,0,0.0,48.354,64.238,112.592,True
yolov8n.pt,0.15,video5,v05_20-23_f00181_t06.03_moderate_blur.png,wiener_deconv,0,0.0,69.08,73.618,142.698,True
yolov8n.pt,0.15,video5,v05_20-23_f00181_t06.03_moderate_blur.png,clahe,0,0.0,5.443,64.403,69.846,True
yolov8n.pt,0.15,video5,v05_20-23_f00204_t06.80_clear.png,raw,0,0.0,0.0,50.096,50.096,True
yolov8n.pt,0.15,video5,v05_20-23_f00204_t06.80_clear.png,gaussian,0,0.0,0.517,47.991,48.508,True
yolov8n.pt,0.15,video5,v05_20-23_f00204_t06.80_clear.png,bilateral,0,0.0,8.597,51.132,59.729,True
yolov8n.pt,0.15,video5,v05_20-23_f00204_t06.80_clear.png,wiener_denoise,0,0.0,41.662,46.488,88.15,True
yolov8n.pt,0.15,video5,v05_20-23_f00204_t06.80_clear.png,wiener_deconv,0,0.0,55.779,53.601,109.38,True
yolov8n.pt,0.15,video5,v05_20-23_f00204_t06.80_clear.png,clahe,0,0.0,2.851,74.48,77.332,True
yolov8n.pt,0.15,video5,v05_20-23_f00250_t08.33_moderate_blur.png,raw,0,0.0,0.0,79.407,79.407,True
yolov8n.pt,0.15,video5,v05_20-23_f00250_t08.33_moderate_blur.png,gaussian,0,0.0,0.484,50.975,51.459,True
yolov8n.pt,0.15,video5,v05_20-23_f00250_t08.33_moderate_blur.png,bilateral,0,0.0,8.641,53.12,61.761,True
yolov8n.pt,0.15,video5,v05_20-23_f00250_t08.33_moderate_blur.png,wiener_denoise,0,0.0,55.41,56.028,111.438,True
yolov8n.pt,0.15,video5,v05_20-23_f00250_t08.33_moderate_blur.png,wiener_deconv,0,0.0,63.392,60.26,123.652,True
yolov8n.pt,0.15,video5,v05_20-23_f00250_t08.33_moderate_blur.png,clahe,0,0.0,2.92,65.94,68.86,True
yolov8n.pt,0.15,video5,v05_20-23_f00295_t09.83_clear.png,raw,0,0.0,0.001,70.686,70.687,True
yolov8n.pt,0.15,video5,v05_20-23_f00295_t09.83_clear.png,gaussian,0,0.0,1.062,70.783,71.845,True
yolov8n.pt,0.15,video5,v05_20-23_f00295_t09.83_clear.png,bilateral,0,0.0,11.45,79.659,91.109,True
yolov8n.pt,0.15,video5,v05_20-23_f00295_t09.83_clear.png,wiener_denoise,0,0.0,37.938,39.82,77.758,True
yolov8n.pt,0.15,video5,v05_20-23_f00295_t09.83_clear.png,wiener_deconv,0,0.0,69.071,51.726,120.797,True
yolov8n.pt,0.15,video5,v05_20-23_f00295_t09.83_clear.png,clahe,0,0.0,3.071,55.491,58.562,True
yolov8n.pt,0.15,video5,v05_20-23_f00318_t10.60_moderate_blur.png,raw,0,0.0,0.0,47.013,47.013,True
yolov8n.pt,0.15,video5,v05_20-23_f00318_t10.60_moderate_blur.png,gaussian,0,0.0,0.482,44.489,44.971,True
yolov8n.pt,0.15,video5,v05_20-23_f00318_t10.60_moderate_blur.png,bilateral,0,0.0,10.165,46.886,57.051,True
yolov8n.pt,0.15,video5,v05_20-23_f00318_t10.60_moderate_blur.png,wiener_denoise,0,0.0,37.048,48.134,85.183,True
yolov8n.pt,0.15,video5,v05_20-23_f00318_t10.60_moderate_blur.png,wiener_deconv,0,0.0,62.688,52.977,115.665,True
yolov8n.pt,0.15,video5,v05_20-23_f00318_t10.60_moderate_blur.png,clahe,0,0.0,2.752,59.369,62.121,True
yolov8n.pt,0.15,video5,v05_20-23_f00386_t12.87_severe_blur.png,raw,0,0.0,0.0,58.048,58.048,True
yolov8n.pt,0.15,video5,v05_20-23_f00386_t12.87_severe_blur.png,gaussian,0,0.0,0.528,49.624,50.152,True
yolov8n.pt,0.15,video5,v05_20-23_f00386_t12.87_severe_blur.png,bilateral,0,0.0,8.578,45.174,53.752,True
yolov8n.pt,0.15,video5,v05_20-23_f00386_t12.87_severe_blur.png,wiener_denoise,0,0.0,40.686,44.594,85.28,True
yolov8n.pt,0.15,video5,v05_20-23_f00386_t12.87_severe_blur.png,wiener_deconv,1,0.1949,54.027,50.478,104.505,True
yolov8n.pt,0.15,video5,v05_20-23_f00386_t12.87_severe_blur.png,clahe,1,0.1836,2.883,48.795,51.677,True
yolov8n.pt,0.15,video5,v05_20-23_f00432_t14.40_severe_blur.png,raw,0,0.0,0.002,53.262,53.263,True
yolov8n.pt,0.15,video5,v05_20-23_f00432_t14.40_severe_blur.png,gaussian,0,0.0,0.647,52.991,53.638,True
yolov8n.pt,0.15,video5,v05_20-23_f00432_t14.40_severe_blur.png,bilateral,0,0.0,8.995,64.596,73.59,True
yolov8n.pt,0.15,video5,v05_20-23_f00432_t14.40_severe_blur.png,wiener_denoise,0,0.0,49.056,56.65,105.706,True
yolov8n.pt,0.15,video5,v05_20-23_f00432_t14.40_severe_blur.png,wiener_deconv,0,0.0,57.567,54.106,111.673,True
yolov8n.pt,0.15,video5,v05_20-23_f00432_t14.40_severe_blur.png,clahe,0,0.0,3.317,57.629,60.946,True
yolov8n.pt,0.15,video5,v05_20-23_f00477_t15.90_severe_blur.png,raw,0,0.0,0.0,54.721,54.722,True
yolov8n.pt,0.15,video5,v05_20-23_f00477_t15.90_severe_blur.png,gaussian,0,0.0,0.52,48.257,48.777,True
yolov8n.pt,0.15,video5,v05_20-23_f00477_t15.90_severe_blur.png,bilateral,0,0.0,8.738,40.94,49.678,True
yolov8n.pt,0.15,video5,v05_20-23_f00477_t15.90_severe_blur.png,wiener_denoise,0,0.0,39.335,61.065,100.4,True
yolov8n.pt,0.15,video5,v05_20-23_f00477_t15.90_severe_blur.png,wiener_deconv,0,0.0,57.832,55.018,112.849,True
yolov8n.pt,0.15,video5,v05_20-23_f00477_t15.90_severe_blur.png,clahe,0,0.0,2.5,44.481,46.981,True
yolov8n.pt,0.15,video6,v06_20-24_f00000_t00.00_clear.png,raw,0,0.0,0.0,44.982,44.982,True
yolov8n.pt,0.15,video6,v06_20-24_f00000_t00.00_clear.png,gaussian,1,0.1501,0.52,51.584,52.104,True
yolov8n.pt,0.15,video6,v06_20-24_f00000_t00.00_clear.png,bilateral,0,0.0,8.763,45.807,54.57,True
yolov8n.pt,0.15,video6,v06_20-24_f00000_t00.00_clear.png,wiener_denoise,0,0.0,39.959,48.476,88.435,True
yolov8n.pt,0.15,video6,v06_20-24_f00000_t00.00_clear.png,wiener_deconv,0,0.0,58.226,53.952,112.178,True
yolov8n.pt,0.15,video6,v06_20-24_f00000_t00.00_clear.png,clahe,0,0.0,2.631,40.583,43.214,True
yolov8n.pt,0.15,video6,v06_20-24_f00030_t01.00_clear.png,raw,0,0.0,0.006,43.392,43.398,True
yolov8n.pt,0.15,video6,v06_20-24_f00030_t01.00_clear.png,gaussian,0,0.0,0.525,44.595,45.121,True
yolov8n.pt,0.15,video6,v06_20-24_f00030_t01.00_clear.png,bilateral,0,0.0,8.661,49.205,57.866,True
yolov8n.pt,0.15,video6,v06_20-24_f00030_t01.00_clear.png,wiener_denoise,0,0.0,44.788,46.032,90.821,True
yolov8n.pt,0.15,video6,v06_20-24_f00030_t01.00_clear.png,wiener_deconv,0,0.0,56.776,52.55,109.326,True
yolov8n.pt,0.15,video6,v06_20-24_f00030_t01.00_clear.png,clahe,0,0.0,3.859,55.212,59.071,True
yolov8n.pt,0.15,video6,v06_20-24_f00123_t04.10_moderate_blur.png,raw,0,0.0,0.0,55.037,55.037,True
yolov8n.pt,0.15,video6,v06_20-24_f00123_t04.10_moderate_blur.png,gaussian,1,0.2002,0.519,49.866,50.385,True
yolov8n.pt,0.15,video6,v06_20-24_f00123_t04.10_moderate_blur.png,bilateral,1,0.2401,11.284,52.595,63.88,True
yolov8n.pt,0.15,video6,v06_20-24_f00123_t04.10_moderate_blur.png,wiener_denoise,1,0.2124,43.018,49.766,92.784,True
yolov8n.pt,0.15,video6,v06_20-24_f00123_t04.10_moderate_blur.png,wiener_deconv,1,0.4218,56.899,52.067,108.966,True
yolov8n.pt,0.15,video6,v06_20-24_f00123_t04.10_moderate_blur.png,clahe,1,0.1811,3.007,48.388,51.395,True
yolov8n.pt,0.15,video6,v06_20-24_f00154_t05.13_moderate_blur.png,raw,0,0.0,0.0,46.419,46.419,True
yolov8n.pt,0.15,video6,v06_20-24_f00154_t05.13_moderate_blur.png,gaussian,0,0.0,0.509,46.343,46.851,True
yolov8n.pt,0.15,video6,v06_20-24_f00154_t05.13_moderate_blur.png,bilateral,0,0.0,8.354,40.894,49.247,True
yolov8n.pt,0.15,video6,v06_20-24_f00154_t05.13_moderate_blur.png,wiener_denoise,0,0.0,35.652,40.615,76.268,True
yolov8n.pt,0.15,video6,v06_20-24_f00154_t05.13_moderate_blur.png,wiener_deconv,0,0.0,52.313,45.786,98.099,True
yolov8n.pt,0.15,video6,v06_20-24_f00154_t05.13_moderate_blur.png,clahe,0,0.0,2.678,58.917,61.595,True
yolov8n.pt,0.15,video6,v06_20-24_f00184_t06.13_severe_blur.png,raw,0,0.0,0.005,50.685,50.689,True
yolov8n.pt,0.15,video6,v06_20-24_f00184_t06.13_severe_blur.png,gaussian,0,0.0,0.528,50.509,51.038,True
yolov8n.pt,0.15,video6,v06_20-24_f00184_t06.13_severe_blur.png,bilateral,0,0.0,8.783,51.287,60.069,True
yolov8n.pt,0.15,video6,v06_20-24_f00184_t06.13_severe_blur.png,wiener_denoise,0,0.0,36.642,53.887,90.529,True
yolov8n.pt,0.15,video6,v06_20-24_f00184_t06.13_severe_blur.png,wiener_deconv,0,0.0,54.053,47.737,101.79,True
yolov8n.pt,0.15,video6,v06_20-24_f00184_t06.13_severe_blur.png,clahe,0,0.0,2.41,53.431,55.841,True
yolov8n.pt,0.15,video6,v06_20-24_f00215_t07.17_severe_blur.png,raw,0,0.0,0.0,60.504,60.504,True
yolov8n.pt,0.15,video6,v06_20-24_f00215_t07.17_severe_blur.png,gaussian,0,0.0,0.505,47.482,47.987,True
yolov8n.pt,0.15,video6,v06_20-24_f00215_t07.17_severe_blur.png,bilateral,0,0.0,8.418,47.708,56.125,True
yolov8n.pt,0.15,video6,v06_20-24_f00215_t07.17_severe_blur.png,wiener_denoise,0,0.0,41.706,50.128,91.835,True
yolov8n.pt,0.15,video6,v06_20-24_f00215_t07.17_severe_blur.png,wiener_deconv,0,0.0,64.718,48.917,113.635,True
yolov8n.pt,0.15,video6,v06_20-24_f00215_t07.17_severe_blur.png,clahe,0,0.0,2.8,46.966,49.765,True
yolov8n.pt,0.15,video6,v06_20-24_f00246_t08.20_clear.png,raw,0,0.0,0.0,48.222,48.222,True
yolov8n.pt,0.15,video6,v06_20-24_f00246_t08.20_clear.png,gaussian,0,0.0,0.62,50.383,51.004,True
yolov8n.pt,0.15,video6,v06_20-24_f00246_t08.20_clear.png,bilateral,0,0.0,8.866,63.616,72.482,True
yolov8n.pt,0.15,video6,v06_20-24_f00246_t08.20_clear.png,wiener_denoise,0,0.0,38.194,49.906,88.1,True
yolov8n.pt,0.15,video6,v06_20-24_f00246_t08.20_clear.png,wiener_deconv,0,0.0,54.247,53.342,107.589,True
yolov8n.pt,0.15,video6,v06_20-24_f00246_t08.20_clear.png,clahe,0,0.0,2.958,50.031,52.989,True
yolov8n.pt,0.15,video6,v06_20-24_f00277_t09.23_moderate_blur.png,raw,0,0.0,0.001,42.713,42.715,True
yolov8n.pt,0.15,video6,v06_20-24_f00277_t09.23_moderate_blur.png,gaussian,0,0.0,0.518,45.958,46.477,True
yolov8n.pt,0.15,video6,v06_20-24_f00277_t09.23_moderate_blur.png,bilateral,0,0.0,8.948,40.955,49.902,True
yolov8n.pt,0.15,video6,v06_20-24_f00277_t09.23_moderate_blur.png,wiener_denoise,0,0.0,40.053,53.034,93.088,True
yolov8n.pt,0.15,video6,v06_20-24_f00277_t09.23_moderate_blur.png,wiener_deconv,0,0.0,52.912,52.11,105.022,True
yolov8n.pt,0.15,video6,v06_20-24_f00277_t09.23_moderate_blur.png,clahe,0,0.0,2.522,45.803,48.325,True
yolov8n.pt,0.15,video6,v06_20-24_f00431_t14.37_moderate_blur.png,raw,0,0.0,0.0,52.581,52.582,True
yolov8n.pt,0.15,video6,v06_20-24_f00431_t14.37_moderate_blur.png,gaussian,0,0.0,0.54,49.691,50.23,True
yolov8n.pt,0.15,video6,v06_20-24_f00431_t14.37_moderate_blur.png,bilateral,0,0.0,8.892,47.415,56.307,True
yolov8n.pt,0.15,video6,v06_20-24_f00431_t14.37_moderate_blur.png,wiener_denoise,0,0.0,38.279,45.636,83.915,True
yolov8n.pt,0.15,video6,v06_20-24_f00431_t14.37_moderate_blur.png,wiener_deconv,0,0.0,54.2,56.549,110.749,True
yolov8n.pt,0.15,video6,v06_20-24_f00431_t14.37_moderate_blur.png,clahe,0,0.0,2.704,48.168,50.872,True
yolov8n.pt,0.15,video6,v06_20-24_f00493_t16.43_severe_blur.png,raw,0,0.0,0.0,49.539,49.539,True
yolov8n.pt,0.15,video6,v06_20-24_f00493_t16.43_severe_blur.png,gaussian,0,0.0,0.509,51.624,52.133,True
yolov8n.pt,0.15,video6,v06_20-24_f00493_t16.43_severe_blur.png,bilateral,0,0.0,8.461,45.781,54.242,True
yolov8n.pt,0.15,video6,v06_20-24_f00493_t16.43_severe_blur.png,wiener_denoise,0,0.0,46.331,49.739,96.07,True
yolov8n.pt,0.15,video6,v06_20-24_f00493_t16.43_severe_blur.png,wiener_deconv,0,0.0,56.265,49.73,105.995,True
yolov8n.pt,0.15,video6,v06_20-24_f00493_t16.43_severe_blur.png,clahe,0,0.0,3.165,46.56,49.725,True
yolov8n.pt,0.15,video6,v06_20-24_f00616_t20.53_moderate_blur.png,raw,0,0.0,0.001,53.951,53.952,True
yolov8n.pt,0.15,video6,v06_20-24_f00616_t20.53_moderate_blur.png,gaussian,0,0.0,0.491,47.006,47.496,True
yolov8n.pt,0.15,video6,v06_20-24_f00616_t20.53_moderate_blur.png,bilateral,0,0.0,8.441,45.889,54.33,True
yolov8n.pt,0.15,video6,v06_20-24_f00616_t20.53_moderate_blur.png,wiener_denoise,0,0.0,38.919,44.587,83.506,True
yolov8n.pt,0.15,video6,v06_20-24_f00616_t20.53_moderate_blur.png,wiener_deconv,1,0.3324,57.689,48.034,105.723,True
