video,frame,filter,n_detections,mean_confidence,preprocess_ms,yolo_ms,total_ms,annotated
video4,v04_20-21_f00304_t10.13_severe_blur.png,raw,0,0.0,0.0,18.85,18.85,True
video4,v04_20-21_f00304_t10.13_severe_blur.png,gaussian,0,0.0,0.766,15.315,16.081,True
video4,v04_20-21_f00304_t10.13_severe_blur.png,bilateral,0,0.0,10.178,17.243,27.42,True
video4,v04_20-21_f00304_t10.13_severe_blur.png,wiener_denoise,0,0.0,59.667,28.8,88.467,True
video4,v04_20-21_f00304_t10.13_severe_blur.png,wiener_deconv,0,0.0,68.243,28.275,96.518,True
video4,v04_20-21_f00304_t10.13_severe_blur.png,clahe,1,0.4099,4.78,16.342,21.121,True
video4,v04_20-21_f00342_t11.40_severe_blur.png,raw,4,0.3475,0.002,25.663,25.665,True
video4,v04_20-21_f00342_t11.40_severe_blur.png,gaussian,2,0.4523,0.794,23.677,24.471,True
video4,v04_20-21_f00342_t11.40_severe_blur.png,bilateral,2,0.4414,10.019,19.377,29.396,True
video4,v04_20-21_f00342_t11.40_severe_blur.png,wiener_denoise,2,0.4642,47.602,27.521,75.123,True
video4,v04_20-21_f00342_t11.40_severe_blur.png,wiener_deconv,0,0.0,61.006,27.424,88.431,True
video4,v04_20-21_f00342_t11.40_severe_blur.png,clahe,3,0.4034,4.03,16.017,20.047,True
video4,v04_20-21_f00380_t12.67_moderate_blur.png,raw,2,0.5986,0.0,18.146,18.146,True
video4,v04_20-21_f00380_t12.67_moderate_blur.png,gaussian,2,0.6001,0.885,16.642,17.528,True
video4,v04_20-21_f00380_t12.67_moderate_blur.png,bilateral,2,0.4756,9.135,17.111,26.246,True
video4,v04_20-21_f00380_t12.67_moderate_blur.png,wiener_denoise,2,0.5719,57.871,29.682,87.552,True
video4,v04_20-21_f00380_t12.67_moderate_blur.png,wiener_deconv,0,0.0,61.869,23.741,85.61,True
video4,v04_20-21_f00380_t12.67_moderate_blur.png,clahe,2,0.3825,3.048,23.927,26.975,True
video4,v04_20-21_f00418_t13.93_moderate_blur.png,raw,4,0.5068,0.0,19.079,19.079,True
video4,v04_20-21_f00418_t13.93_moderate_blur.png,gaussian,2,0.8205,0.673,16.219,16.892,True
video4,v04_20-21_f00418_t13.93_moderate_blur.png,bilateral,4,0.4699,9.988,16.611,26.599,True
video4,v04_20-21_f00418_t13.93_moderate_blur.png,wiener_denoise,4,0.4921,58.109,28.693,86.802,True
video4,v04_20-21_f00418_t13.93_moderate_blur.png,wiener_deconv,0,0.0,62.989,30.131,93.12,True
video4,v04_20-21_f00418_t13.93_moderate_blur.png,clahe,4,0.458,3.529,19.342,22.872,True
video5,v05_20-23_f00000_t00.00_clear.png,raw,0,0.0,0.0,15.891,15.891,True
video5,v05_20-23_f00000_t00.00_clear.png,gaussian,3,0.3301,0.756,16.857,17.613,True
video5,v05_20-23_f00000_t00.00_clear.png,bilateral,3,0.3767,9.853,19.267,29.12,True
video5,v05_20-23_f00000_t00.00_clear.png,wiener_denoise,2,0.2308,47.232,21.144,68.376,True
video5,v05_20-23_f00000_t00.00_clear.png,wiener_deconv,0,0.0,59.728,19.699,79.427,True
video5,v05_20-23_f00000_t00.00_clear.png,clahe,0,0.0,4.077,17.075,21.152,True
video5,v05_20-23_f00022_t00.73_clear.png,raw,0,0.0,0.0,19.479,19.479,True
video5,v05_20-23_f00022_t00.73_clear.png,gaussian,0,0.0,0.583,15.952,16.535,True
video5,v05_20-23_f00022_t00.73_clear.png,bilateral,0,0.0,9.263,19.053,28.316,True
video5,v05_20-23_f00022_t00.73_clear.png,wiener_denoise,0,0.0,50.341,31.948,82.289,True
video5,v05_20-23_f00022_t00.73_clear.png,wiener_deconv,0,0.0,64.888,25.594,90.483,True
video5,v05_20-23_f00022_t00.73_clear.png,clahe,0,0.0,3.732,15.244,18.976,True
video5,v05_20-23_f00068_t02.27_moderate_blur.png,raw,0,0.0,0.0,19.944,19.945,True
video5,v05_20-23_f00068_t02.27_moderate_blur.png,gaussian,0,0.0,0.531,15.692,16.223,True
video5,v05_20-23_f00068_t02.27_moderate_blur.png,bilateral,0,0.0,9.527,14.966,24.493,True
video5,v05_20-23_f00068_t02.27_moderate_blur.png,wiener_denoise,0,0.0,41.81,18.006,59.817,True
video5,v05_20-23_f00068_t02.27_moderate_blur.png,wiener_deconv,0,0.0,62.962,26.037,88.999,True
video5,v05_20-23_f00068_t02.27_moderate_blur.png,clahe,0,0.0,4.239,14.116,18.355,True
video5,v05_20-23_f00136_t04.53_moderate_blur.png,raw,0,0.0,0.002,20.522,20.523,True
video5,v05_20-23_f00136_t04.53_moderate_blur.png,gaussian,0,0.0,0.805,18.868,19.674,True
video5,v05_20-23_f00136_t04.53_moderate_blur.png,bilateral,0,0.0,11.183,14.821,26.004,True
video5,v05_20-23_f00136_t04.53_moderate_blur.png,wiener_denoise,0,0.0,43.749,17.8,61.549,True
video5,v05_20-23_f00136_t04.53_moderate_blur.png,wiener_deconv,0,0.0,62.017,24.952,86.969,True
video5,v05_20-23_f00136_t04.53_moderate_blur.png,clahe,0,0.0,2.98,15.277,18.257,True
video5,v05_20-23_f00181_t06.03_moderate_blur.png,raw,1,0.4655,0.0,19.746,19.747,True
video5,v05_20-23_f00181_t06.03_moderate_blur.png,gaussian,1,0.3841,0.668,16.707,17.375,True
video5,v05_20-23_f00181_t06.03_moderate_blur.png,bilateral,0,0.0,9.709,16.804,26.513,True
video5,v05_20-23_f00181_t06.03_moderate_blur.png,wiener_denoise,1,0.2882,41.121,17.945,59.066,True
video5,v05_20-23_f00181_t06.03_moderate_blur.png,wiener_deconv,0,0.0,64.728,23.879,88.606,True
video5,v05_20-23_f00181_t06.03_moderate_blur.png,clahe,0,0.0,3.703,14.427,18.129,True
video5,v05_20-23_f00204_t06.80_clear.png,raw,0,0.0,0.0,18.568,18.568,True
video5,v05_20-23_f00204_t06.80_clear.png,gaussian,0,0.0,1.219,14.811,16.03,True
video5,v05_20-23_f00204_t06.80_clear.png,bilateral,0,0.0,9.541,16.352,25.892,True
video5,v05_20-23_f00204_t06.80_clear.png,wiener_denoise,0,0.0,43.849,28.85,72.699,True
video5,v05_20-23_f00204_t06.80_clear.png,wiener_deconv,0,0.0,70.777,27.134,97.911,True
video5,v05_20-23_f00204_t06.80_clear.png,clahe,0,0.0,3.098,16.791,19.889,True
video5,v05_20-23_f00250_t08.33_moderate_blur.png,raw,0,0.0,0.0,16.98,16.981,True
video5,v05_20-23_f00250_t08.33_moderate_blur.png,gaussian,0,0.0,0.97,15.468,16.437,True
video5,v05_20-23_f00250_t08.33_moderate_blur.png,bilateral,0,0.0,12.42,16.168,28.588,True
video5,v05_20-23_f00250_t08.33_moderate_blur.png,wiener_denoise,0,0.0,45.291,16.704,61.995,True
video5,v05_20-23_f00250_t08.33_moderate_blur.png,wiener_deconv,0,0.0,62.338,23.368,85.706,True
video5,v05_20-23_f00250_t08.33_moderate_blur.png,clahe,0,0.0,3.322,14.971,18.293,True
video5,v05_20-23_f00295_t09.83_clear.png,raw,1,0.2342,0.0,20.97,20.97,True
video5,v05_20-23_f00295_t09.83_clear.png,gaussian,1,0.1695,0.625,16.306,16.931,True
video5,v05_20-23_f00295_t09.83_clear.png,bilateral,0,0.0,9.458,17.328,26.786,True
video5,v05_20-23_f00295_t09.83_clear.png,wiener_denoise,0,0.0,41.099,18.742,59.841,True
video5,v05_20-23_f00295_t09.83_clear.png,wiener_deconv,0,0.0,66.233,24.303,90.536,True
video5,v05_20-23_f00295_t09.83_clear.png,clahe,0,0.0,4.4,16.331,20.731,True
video5,v05_20-23_f00318_t10.60_moderate_blur.png,raw,2,0.3984,0.0,18.649,18.65,True
video5,v05_20-23_f00318_t10.60_moderate_blur.png,gaussian,2,0.3727,0.513,16.733,17.247,True
video5,v05_20-23_f00318_t10.60_moderate_blur.png,bilateral,2,0.2311,11.761,18.523,30.284,True
video5,v05_20-23_f00318_t10.60_moderate_blur.png,wiener_denoise,2,0.3564,41.314,18.241,59.555,True
video5,v05_20-23_f00318_t10.60_moderate_blur.png,wiener_deconv,0,0.0,69.621,26.015,95.636,True
video5,v05_20-23_f00318_t10.60_moderate_blur.png,clahe,2,0.2396,2.929,15.869,18.798,True
video5,v05_20-23_f00386_t12.87_severe_blur.png,raw,0,0.0,0.0,15.677,15.678,True
video5,v05_20-23_f00386_t12.87_severe_blur.png,gaussian,0,0.0,0.672,14.793,15.465,True
video5,v05_20-23_f00386_t12.87_severe_blur.png,bilateral,0,0.0,13.474,16.716,30.19,True
video5,v05_20-23_f00386_t12.87_severe_blur.png,wiener_denoise,0,0.0,49.353,25.905,75.259,True
video5,v05_20-23_f00386_t12.87_severe_blur.png,wiener_deconv,1,0.1794,64.574,28.48,93.054,True
video5,v05_20-23_f00386_t12.87_severe_blur.png,clahe,0,0.0,3.613,18.09,21.704,True
video5,v05_20-23_f00432_t14.40_severe_blur.png,raw,0,0.0,0.001,17.503,17.504,True
video5,v05_20-23_f00432_t14.40_severe_blur.png,gaussian,0,0.0,0.569,15.002,15.571,True
video5,v05_20-23_f00432_t14.40_severe_blur.png,bilateral,0,0.0,11.636,17.252,28.888,True
video5,v05_20-23_f00432_t14.40_severe_blur.png,wiener_denoise,0,0.0,60.4,18.67,79.07,True
video5,v05_20-23_f00432_t14.40_severe_blur.png,wiener_deconv,0,0.0,67.873,23.584,91.457,True
video5,v05_20-23_f00432_t14.40_severe_blur.png,clahe,0,0.0,6.84,15.873,22.714,True
video5,v05_20-23_f00477_t15.90_severe_blur.png,raw,0,0.0,0.0,20.144,20.144,True
video5,v05_20-23_f00477_t15.90_severe_blur.png,gaussian,0,0.0,1.006,18.915,19.921,True
video5,v05_20-23_f00477_t15.90_severe_blur.png,bilateral,0,0.0,9.841,17.508,27.348,True
video5,v05_20-23_f00477_t15.90_severe_blur.png,wiener_denoise,0,0.0,83.786,26.151,109.937,True
video5,v05_20-23_f00477_t15.90_severe_blur.png,wiener_deconv,0,0.0,67.287,25.545,92.831,True
video5,v05_20-23_f00477_t15.90_severe_blur.png,clahe,0,0.0,3.056,22.827,25.883,True
video6,v06_20-24_f00000_t00.00_clear.png,raw,1,0.8283,0.0,20.985,20.986,True
video6,v06_20-24_f00000_t00.00_clear.png,gaussian,1,0.8025,0.644,21.792,22.436,True
video6,v06_20-24_f00000_t00.00_clear.png,bilateral,1,0.7152,11.064,19.923,30.987,True
video6,v06_20-24_f00000_t00.00_clear.png,wiener_denoise,1,0.8073,60.622,28.258,88.879,True
video6,v06_20-24_f00000_t00.00_clear.png,wiener_deconv,0,0.0,69.564,29.042,98.606,True
video6,v06_20-24_f00000_t00.00_clear.png,clahe,2,0.3096,4.231,19.911,24.142,True
video6,v06_20-24_f00030_t01.00_clear.png,raw,2,0.5663,0.0,21.724,21.724,True
video6,v06_20-24_f00030_t01.00_clear.png,gaussian,2,0.5054,0.667,30.396,31.064,True
video6,v06_20-24_f00030_t01.00_clear.png,bilateral,2,0.4665,10.166,18.602,28.768,True
video6,v06_20-24_f00030_t01.00_clear.png,wiener_denoise,2,0.5138,48.125,28.582,76.707,True
video6,v06_20-24_f00030_t01.00_clear.png,wiener_deconv,0,0.0,58.209,20.981,79.191,True
video6,v06_20-24_f00030_t01.00_clear.png,clahe,2,0.3519,3.243,21.592,24.835,True
video6,v06_20-24_f00123_t04.10_moderate_blur.png,raw,2,0.5028,0.0,19.056,19.056,True
video6,v06_20-24_f00123_t04.10_moderate_blur.png,gaussian,2,0.4315,0.639,16.366,17.005,True
video6,v06_20-24_f00123_t04.10_moderate_blur.png,bilateral,1,0.688,9.7,18.436,28.136,True
video6,v06_20-24_f00123_t04.10_moderate_blur.png,wiener_denoise,1,0.6782,43.0,20.312,63.313,True
video6,v06_20-24_f00123_t04.10_moderate_blur.png,wiener_deconv,0,0.0,58.016,24.77,82.786,True
video6,v06_20-24_f00123_t04.10_moderate_blur.png,clahe,1,0.8328,3.892,16.535,20.427,True
video6,v06_20-24_f00154_t05.13_moderate_blur.png,raw,3,0.2518,0.0,18.649,18.649,True
video6,v06_20-24_f00154_t05.13_moderate_blur.png,gaussian,2,0.2718,0.525,18.245,18.77,True
video6,v06_20-24_f00154_t05.13_moderate_blur.png,bilateral,0,0.0,10.317,15.333,25.65,True
video6,v06_20-24_f00154_t05.13_moderate_blur.png,wiener_denoise,2,0.2582,49.348,25.747,75.095,True
video6,v06_20-24_f00154_t05.13_moderate_blur.png,wiener_deconv,0,0.0,66.871,18.34,85.211,True
video6,v06_20-24_f00154_t05.13_moderate_blur.png,clahe,2,0.2593,3.634,17.182,20.816,True
video6,v06_20-24_f00184_t06.13_severe_blur.png,raw,1,0.6011,0.002,17.921,17.922,True
video6,v06_20-24_f00184_t06.13_severe_blur.png,gaussian,1,0.4878,0.69,16.379,17.069,True
video6,v06_20-24_f00184_t06.13_severe_blur.png,bilateral,1,0.3556,10.219,18.85,29.069,True
video6,v06_20-24_f00184_t06.13_severe_blur.png,wiener_denoise,1,0.4248,62.392,27.656,90.049,True
video6,v06_20-24_f00184_t06.13_severe_blur.png,wiener_deconv,0,0.0,69.739,25.422,95.161,True
video6,v06_20-24_f00184_t06.13_severe_blur.png,clahe,1,0.3258,3.212,17.279,20.491,True
video6,v06_20-24_f00215_t07.17_severe_blur.png,raw,1,0.4897,0.0,17.965,17.966,True
video6,v06_20-24_f00215_t07.17_severe_blur.png,gaussian,2,0.2663,0.656,17.199,17.855,True
video6,v06_20-24_f00215_t07.17_severe_blur.png,bilateral,2,0.1914,9.555,17.044,26.599,True
video6,v06_20-24_f00215_t07.17_severe_blur.png,wiener_denoise,3,0.2209,43.725,28.758,72.483,True
video6,v06_20-24_f00215_t07.17_severe_blur.png,wiener_deconv,0,0.0,62.691,18.924,81.616,True
video6,v06_20-24_f00215_t07.17_severe_blur.png,clahe,0,0.0,3.051,15.96,19.012,True
video6,v06_20-24_f00246_t08.20_clear.png,raw,0,0.0,0.0,19.479,19.48,True
video6,v06_20-24_f00246_t08.20_clear.png,gaussian,0,0.0,0.942,15.416,16.358,True
video6,v06_20-24_f00246_t08.20_clear.png,bilateral,0,0.0,9.566,16.528,26.094,True
video6,v06_20-24_f00246_t08.20_clear.png,wiener_denoise,0,0.0,47.78,27.121,74.902,True
video6,v06_20-24_f00246_t08.20_clear.png,wiener_deconv,0,0.0,76.95,25.675,102.625,True
video6,v06_20-24_f00246_t08.20_clear.png,clahe,0,0.0,4.942,18.557,23.499,True
video6,v06_20-24_f00277_t09.23_moderate_blur.png,raw,3,0.2119,0.0,20.661,20.661,True
video6,v06_20-24_f00277_t09.23_moderate_blur.png,gaussian,2,0.1968,0.718,16.829,17.548,True
video6,v06_20-24_f00277_t09.23_moderate_blur.png,bilateral,1,0.1732,9.819,16.918,26.736,True
video6,v06_20-24_f00277_t09.23_moderate_blur.png,wiener_denoise,1,0.2325,45.254,20.456,65.71,True
video6,v06_20-24_f00277_t09.23_moderate_blur.png,wiener_deconv,0,0.0,65.153,27.24,92.393,True
video6,v06_20-24_f00277_t09.23_moderate_blur.png,clahe,2,0.1829,5.354,21.42,26.774,True
video6,v06_20-24_f00431_t14.37_moderate_blur.png,raw,0,0.0,0.0,17.535,17.535,True
video6,v06_20-24_f00431_t14.37_moderate_blur.png,gaussian,0,0.0,0.632,15.422,16.054,True
video6,v06_20-24_f00431_t14.37_moderate_blur.png,bilateral,0,0.0,11.648,15.492,27.139,True
video6,v06_20-24_f00431_t14.37_moderate_blur.png,wiener_denoise,0,0.0,64.652,27.465,92.117,True
video6,v06_20-24_f00431_t14.37_moderate_blur.png,wiener_deconv,0,0.0,87.282,28.74,116.022,True
video6,v06_20-24_f00431_t14.37_moderate_blur.png,clahe,0,0.0,3.332,15.3,18.631,True
video6,v06_20-24_f00493_t16.43_severe_blur.png,raw,0,0.0,0.0,15.873,15.874,True
video6,v06_20-24_f00493_t16.43_severe_blur.png,gaussian,0,0.0,0.614,15.135,15.749,True
video6,v06_20-24_f00493_t16.43_severe_blur.png,bilateral,0,0.0,10.988,16.776,27.764,True
video6,v06_20-24_f00493_t16.43_severe_blur.png,wiener_denoise,0,0.0,54.457,16.2,70.657,True
video6,v06_20-24_f00493_t16.43_severe_blur.png,wiener_deconv,0,0.0,60.833,30.794,91.627,True
video6,v06_20-24_f00493_t16.43_severe_blur.png,clahe,0,0.0,2.99,14.643,17.633,True
video6,v06_20-24_f00616_t20.53_moderate_blur.png,raw,0,0.0,0.0,19.626,19.626,True
video6,v06_20-24_f00616_t20.53_moderate_blur.png,gaussian,0,0.0,0.606,15.17,15.776,True
video6,v06_20-24_f00616_t20.53_moderate_blur.png,bilateral,0,0.0,9.276,16.518,25.794,True
video6,v06_20-24_f00616_t20.53_moderate_blur.png,wiener_denoise,0,0.0,55.342,27.105,82.447,True
video6,v06_20-24_f00616_t20.53_moderate_blur.png,wiener_deconv,0,0.0,63.359,23.881,87.24,True
video6,v06_20-24_f00616_t20.53_moderate_blur.png,clahe,0,0.0,2.927,16.222,19.149,True
video6,v06_20-24_f00647_t21.57_clear.png,raw,0,0.0,0.003,16.716,16.719,True
video6,v06_20-24_f00647_t21.57_clear.png,gaussian,0,0.0,0.613,14.938,15.55,True
video6,v06_20-24_f00647_t21.57_clear.png,bilateral,0,0.0,10.314,16.873,27.188,True
video6,v06_20-24_f00647_t21.57_clear.png,wiener_denoise,0,0.0,41.739,20.665,62.404,True
video6,v06_20-24_f00647_t21.57_clear.png,wiener_deconv,0,0.0,60.966,24.416,85.382,True
video6,v06_20-24_f00647_t21.57_clear.png,clahe,1,0.2386,5.258,16.959,22.216,True
video7,v07_20-25_f00000_t00.00_clear.png,raw,1,0.1519,0.0,19.473,19.474,True
video7,v07_20-25_f00000_t00.00_clear.png,gaussian,0,0.0,0.854,13.702,14.556,True
video7,v07_20-25_f00000_t00.00_clear.png,bilateral,0,0.0,9.624,16.335,25.959,True
video7,v07_20-25_f00000_t00.00_clear.png,wiener_denoise,0,0.0,42.939,27.381,70.32,True
video7,v07_20-25_f00000_t00.00_clear.png,wiener_deconv,0,0.0,70.776,23.875,94.65,True
video7,v07_20-25_f00000_t00.00_clear.png,clahe,0,0.0,4.411,19.074,23.486,True
video7,v07_20-25_f00014_t00.47_moderate_blur.png,raw,0,0.0,0.0,19.352,19.353,True
video7,v07_20-25_f00014_t00.47_moderate_blur.png,gaussian,0,0.0,0.586,16.828,17.414,True
video7,v07_20-25_f00014_t00.47_moderate_blur.png,bilateral,0,0.0,9.745,16.742,26.486,True
video7,v07_20-25_f00014_t00.47_moderate_blur.png,wiener_denoise,0,0.0,49.396,26.799,76.196,True
video7,v07_20-25_f00014_t00.47_moderate_blur.png,wiener_deconv,0,0.0,61.248,19.78,81.028,True
video7,v07_20-25_f00014_t00.47_moderate_blur.png,clahe,0,0.0,3.73,15.01,18.74,True
video7,v07_20-25_f00029_t00.97_clear.png,raw,0,0.0,0.0,21.401,21.402,True
video7,v07_20-25_f00029_t00.97_clear.png,gaussian,0,0.0,0.737,15.047,15.784,True
video7,v07_20-25_f00029_t00.97_clear.png,bilateral,0,0.0,10.325,17.06,27.385,True
video7,v07_20-25_f00029_t00.97_clear.png,wiener_denoise,0,0.0,51.146,25.679,76.824,True
video7,v07_20-25_f00029_t00.97_clear.png,wiener_deconv,0,0.0,70.228,33.396,103.624,True
video7,v07_20-25_f00029_t00.97_clear.png,clahe,0,0.0,3.971,51.906,55.877,True
video7,v07_20-25_f00044_t01.47_clear.png,raw,0,0.0,0.0,24.68,24.681,True
video7,v07_20-25_f00044_t01.47_clear.png,gaussian,0,0.0,0.647,20.781,21.427,True
video7,v07_20-25_f00044_t01.47_clear.png,bilateral,0,0.0,12.557,33.341,45.898,True
video7,v07_20-25_f00044_t01.47_clear.png,wiener_denoise,0,0.0,47.926,21.283,69.208,True
video7,v07_20-25_f00044_t01.47_clear.png,wiener_deconv,0,0.0,66.771,27.426,94.197,True
video7,v07_20-25_f00044_t01.47_clear.png,clahe,0,0.0,2.987,16.865,19.852,True
video7,v07_20-25_f00059_t01.97_clear.png,raw,1,0.3537,0.002,24.114,24.116,True
video7,v07_20-25_f00059_t01.97_clear.png,gaussian,0,0.0,0.798,16.067,16.865,True
video7,v07_20-25_f00059_t01.97_clear.png,bilateral,0,0.0,11.772,17.9,29.673,True
video7,v07_20-25_f00059_t01.97_clear.png,wiener_denoise,0,0.0,50.1,23.233,73.333,True
video7,v07_20-25_f00059_t01.97_clear.png,wiener_deconv,1,0.1653,66.813,27.364,94.177,True
video7,v07_20-25_f00059_t01.97_clear.png,clahe,1,0.4497,3.105,17.387,20.492,True
video7,v07_20-25_f00074_t02.47_moderate_blur.png,raw,0,0.0,0.0,25.801,25.801,True
video7,v07_20-25_f00074_t02.47_moderate_blur.png,gaussian,0,0.0,0.777,17.369,18.146,True
video7,v07_20-25_f00074_t02.47_moderate_blur.png,bilateral,0,0.0,12.34,19.831,32.171,True
video7,v07_20-25_f00074_t02.47_moderate_blur.png,wiener_denoise,0,0.0,52.656,20.514,73.17,True
video7,v07_20-25_f00074_t02.47_moderate_blur.png,wiener_deconv,0,0.0,75.593,27.309,102.902,True
video7,v07_20-25_f00074_t02.47_moderate_blur.png,clahe,0,0.0,3.666,39.774,43.44,True
video7,v07_20-25_f00104_t03.47_severe_blur.png,raw,0,0.0,0.0,17.654,17.655,True
video7,v07_20-25_f00104_t03.47_severe_blur.png,gaussian,0,0.0,0.628,15.134,15.763,True
video7,v07_20-25_f00104_t03.47_severe_blur.png,bilateral,0,0.0,9.333,16.035,25.368,True
video7,v07_20-25_f00104_t03.47_severe_blur.png,wiener_denoise,0,0.0,49.288,24.229,73.516,True
video7,v07_20-25_f00104_t03.47_severe_blur.png,wiener_deconv,0,0.0,60.728,27.246,87.975,True
video7,v07_20-25_f00104_t03.47_severe_blur.png,clahe,0,0.0,3.505,15.199,18.704,True
video7,v07_20-25_f00119_t03.97_moderate_blur.png,raw,0,0.0,0.0,25.074,25.074,True
video7,v07_20-25_f00119_t03.97_moderate_blur.png,gaussian,0,0.0,0.508,15.319,15.827,True
video7,v07_20-25_f00119_t03.97_moderate_blur.png,bilateral,0,0.0,9.52,14.666,24.186,True
video7,v07_20-25_f00119_t03.97_moderate_blur.png,wiener_denoise,0,0.0,48.735,24.824,73.559,True
video7,v07_20-25_f00119_t03.97_moderate_blur.png,wiener_deconv,0,0.0,59.755,24.508,84.263,True
video7,v07_20-25_f00119_t03.97_moderate_blur.png,clahe,0,0.0,4.357,16.869,21.225,True
video7,v07_20-25_f00149_t04.97_moderate_blur.png,raw,0,0.0,0.0,20.353,20.354,True
video7,v07_20-25_f00149_t04.97_moderate_blur.png,gaussian,0,0.0,0.576,13.953,14.529,True
video7,v07_20-25_f00149_t04.97_moderate_blur.png,bilateral,0,0.0,9.457,14.565,24.022,True
video7,v07_20-25_f00149_t04.97_moderate_blur.png,wiener_denoise,0,0.0,45.662,16.344,62.006,True
video7,v07_20-25_f00149_t04.97_moderate_blur.png,wiener_deconv,0,0.0,64.805,26.419,91.224,True
video7,v07_20-25_f00149_t04.97_moderate_blur.png,clahe,0,0.0,2.686,15.847,18.533,True
video7,v07_20-25_f00178_t05.93_severe_blur.png,raw,0,0.0,0.0,22.037,22.037,True
video7,v07_20-25_f00178_t05.93_severe_blur.png,gaussian,0,0.0,0.555,16.319,16.875,True
video7,v07_20-25_f00178_t05.93_severe_blur.png,bilateral,0,0.0,12.49,18.073,30.563,True
video7,v07_20-25_f00178_t05.93_severe_blur.png,wiener_denoise,0,0.0,44.011,17.98,61.991,True
video7,v07_20-25_f00178_t05.93_severe_blur.png,wiener_deconv,0,0.0,70.936,25.187,96.123,True
video7,v07_20-25_f00178_t05.93_severe_blur.png,clahe,0,0.0,4.896,17.055,21.951,True
video7,v07_20-25_f00223_t07.43_moderate_blur.png,raw,1,0.2693,0.0,17.955,17.956,True
video7,v07_20-25_f00223_t07.43_moderate_blur.png,gaussian,2,0.1688,0.698,15.9,16.598,True
video7,v07_20-25_f00223_t07.43_moderate_blur.png,bilateral,1,0.1595,9.564,17.52,27.084,True
video7,v07_20-25_f00223_t07.43_moderate_blur.png,wiener_denoise,0,0.0,55.084,25.364,80.448,True
video7,v07_20-25_f00223_t07.43_moderate_blur.png,wiener_deconv,0,0.0,71.198,24.922,96.12,True
video7,v07_20-25_f00223_t07.43_moderate_blur.png,clahe,2,0.333,7.474,24.15,31.624,True
video7,v07_20-25_f00268_t08.93_severe_blur.png,raw,0,0.0,0.004,38.793,38.797,True
video7,v07_20-25_f00268_t08.93_severe_blur.png,gaussian,0,0.0,12.012,28.478,40.49,True
video7,v07_20-25_f00268_t08.93_severe_blur.png,bilateral,0,0.0,55.555,40.861,96.416,True
video7,v07_20-25_f00268_t08.93_severe_blur.png,wiener_denoise,0,0.0,174.986,26.142,201.127,True
video7,v07_20-25_f00268_t08.93_severe_blur.png,wiener_deconv,0,0.0,75.253,23.276,98.529,True
video7,v07_20-25_f00268_t08.93_severe_blur.png,clahe,1,0.2596,4.215,23.387,27.601,True
