frame_id,quality_group,gt_index,class_id,class_name,raw_detected,raw_confidence,gaussian_detected,gaussian_confidence,bilateral_detected,bilateral_confidence,wiener_denoise_detected,wiener_denoise_confidence,wiener_deconv_detected,wiener_deconv_confidence,clahe_detected,clahe_confidence,temporal_fixed_detected,temporal_fixed_confidence,temporal_quality_weighted_detected,temporal_quality_weighted_confidence,any_method_detected,num_methods_detecting,detected_by,unique_rescuer
video3/v03_20-20_f00161_t05.37_moderate_blur,moderate_blur,0,24,backpack,True,0.3725,False,,False,,False,,False,,True,0.38,False,,False,,True,2,raw|clahe,
video3/v03_20-20_f00161_t05.37_moderate_blur,moderate_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video3/v03_20-20_f00161_t05.37_moderate_blur,moderate_blur,2,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video3/v03_20-20_f00177_t05.90_moderate_blur,moderate_blur,0,0,person,True,0.3102,False,,True,0.1625,True,0.2602,False,,False,,False,,False,,True,3,raw|bilateral|wiener_denoise,
video3/v03_20-20_f00177_t05.90_moderate_blur,moderate_blur,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video3/v03_20-20_f00177_t05.90_moderate_blur,moderate_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video3/v03_20-20_f00210_t07.00_severe_blur,severe_blur,0,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video3/v03_20-20_f00210_t07.00_severe_blur,severe_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video3/v03_20-20_f00210_t07.00_severe_blur,severe_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video3/v03_20-20_f00210_t07.00_severe_blur,severe_blur,3,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video3/v03_20-20_f00210_t07.00_severe_blur,severe_blur,4,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video3/v03_20-20_f00242_t08.07_severe_blur,severe_blur,0,24,backpack,True,0.1515,False,,False,,False,,False,,True,0.2434,False,,False,,True,2,raw|clahe,
video4/v04_20-21_f00000_t00.00_clear,clear,0,0,person,True,0.9064,True,0.8994,True,0.9056,True,0.9076,False,,True,0.9007,True,0.9087,True,0.9085,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00000_t00.00_clear,clear,1,0,person,True,0.7949,True,0.8513,True,0.8109,True,0.8682,False,,True,0.4937,True,0.861,True,0.8689,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00000_t00.00_clear,clear,2,56,chair,True,0.4822,True,0.5128,True,0.3534,True,0.4785,False,,False,,True,0.5263,True,0.542,True,6,raw|gaussian|bilateral|wiener_denoise|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00000_t00.00_clear,clear,3,39,bottle,True,0.3823,True,0.384,True,0.2419,True,0.4353,False,,True,0.3435,True,0.4575,True,0.5132,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00000_t00.00_clear,clear,4,56,chair,True,0.3697,True,0.4672,True,0.2958,True,0.4586,False,,True,0.3074,True,0.4405,True,0.4777,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00000_t00.00_clear,clear,5,56,chair,True,0.2803,False,,True,0.156,True,0.2006,False,,False,,True,0.3241,True,0.3134,True,5,raw|bilateral|wiener_denoise|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00000_t00.00_clear,clear,6,24,backpack,True,0.2496,False,,False,,False,,False,,True,0.3787,True,0.3861,True,0.4315,True,4,raw|clahe|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00000_t00.00_clear,clear,7,56,chair,True,0.2337,False,,False,,False,,False,,False,,True,0.23,True,0.2056,True,3,raw|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00038_t01.27_clear,clear,0,0,person,True,0.8876,True,0.8816,True,0.8788,True,0.8813,False,,True,0.8954,True,0.8747,True,0.8643,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00038_t01.27_clear,clear,1,24,backpack,True,0.384,False,,False,,False,,False,,True,0.3582,True,0.2105,True,0.1612,True,4,raw|clahe|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00038_t01.27_clear,clear,2,39,bottle,True,0.2586,True,0.3572,True,0.2862,True,0.3314,False,,True,0.3409,True,0.3405,True,0.3389,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00038_t01.27_clear,clear,3,24,backpack,True,0.1587,False,,False,,False,,False,,True,0.2352,False,,False,,True,2,raw|clahe,
video4/v04_20-21_f00038_t01.27_clear,clear,4,56,chair,False,,False,,False,,True,0.1594,False,,True,0.1899,False,,False,,True,2,wiener_denoise|clahe,
video4/v04_20-21_f00038_t01.27_clear,clear,5,0,person,False,,True,0.2267,True,0.3678,True,0.3467,False,,False,,True,0.2474,True,0.3408,True,5,gaussian|bilateral|wiener_denoise|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00038_t01.27_clear,clear,6,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00038_t01.27_clear,clear,7,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00076_t02.53_clear,clear,0,0,person,True,0.8691,True,0.862,True,0.8474,True,0.8653,False,,True,0.8602,True,0.8724,True,0.8771,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00076_t02.53_clear,clear,1,0,person,True,0.6728,True,0.7017,True,0.7049,True,0.8142,False,,True,0.575,True,0.6514,True,0.6531,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00076_t02.53_clear,clear,2,56,chair,True,0.5363,True,0.3826,True,0.3772,True,0.3752,False,,True,0.7153,True,0.4932,True,0.5039,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00076_t02.53_clear,clear,3,24,backpack,True,0.3397,True,0.168,False,,True,0.1583,False,,False,,True,0.287,True,0.2897,True,5,raw|gaussian|wiener_denoise|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00076_t02.53_clear,clear,4,56,chair,True,0.2195,True,0.2182,False,,True,0.2484,False,,True,0.3182,True,0.2426,True,0.2597,True,6,raw|gaussian|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00076_t02.53_clear,clear,5,56,chair,True,0.1744,True,0.2035,True,0.234,True,0.1971,False,,False,,True,0.1909,True,0.1856,True,6,raw|gaussian|bilateral|wiener_denoise|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00076_t02.53_clear,clear,6,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00076_t02.53_clear,clear,7,56,chair,False,,False,,True,0.1547,True,0.1828,False,,False,,False,,False,,True,2,bilateral|wiener_denoise,
video4/v04_20-21_f00076_t02.53_clear,clear,8,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00076_t02.53_clear,clear,9,56,chair,False,,True,0.2446,False,,False,,False,,False,,False,,False,,True,1,gaussian,gaussian
video4/v04_20-21_f00114_t03.80_moderate_blur,moderate_blur,0,0,person,True,0.8773,True,0.8716,True,0.8744,True,0.8788,False,,True,0.8785,True,0.8791,True,0.8785,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00114_t03.80_moderate_blur,moderate_blur,1,56,chair,True,0.6716,True,0.5257,True,0.3378,True,0.5601,False,,True,0.716,True,0.6535,True,0.656,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00114_t03.80_moderate_blur,moderate_blur,2,0,person,False,,False,,True,0.4898,True,0.2735,False,,False,,False,,False,,True,2,bilateral|wiener_denoise,
video4/v04_20-21_f00114_t03.80_moderate_blur,moderate_blur,3,56,chair,True,0.4028,True,0.2253,True,0.3529,True,0.448,False,,False,,True,0.318,True,0.2849,True,6,raw|gaussian|bilateral|wiener_denoise|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00114_t03.80_moderate_blur,moderate_blur,4,16,dog,True,0.3862,True,0.2718,True,0.342,True,0.3755,False,,False,,True,0.3225,True,0.2989,True,6,raw|gaussian|bilateral|wiener_denoise|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00114_t03.80_moderate_blur,moderate_blur,5,24,backpack,True,0.2254,False,,False,,False,,False,,False,,True,0.1961,True,0.1788,True,3,raw|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00114_t03.80_moderate_blur,moderate_blur,6,56,chair,False,,True,0.1671,True,0.1572,True,0.1692,False,,False,,True,0.1588,True,0.1705,True,5,gaussian|bilateral|wiener_denoise|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00114_t03.80_moderate_blur,moderate_blur,7,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00152_t05.07_moderate_blur,moderate_blur,0,0,person,True,0.6789,True,0.4938,True,0.2477,True,0.4326,False,,True,0.7023,False,,False,,True,5,raw|gaussian|bilateral|wiener_denoise|clahe,
video4/v04_20-21_f00152_t05.07_moderate_blur,moderate_blur,1,39,bottle,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00152_t05.07_moderate_blur,moderate_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00152_t05.07_moderate_blur,moderate_blur,3,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00152_t05.07_moderate_blur,moderate_blur,4,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00152_t05.07_moderate_blur,moderate_blur,5,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00190_t06.33_moderate_blur,moderate_blur,0,0,person,False,,True,0.1891,False,,True,0.1761,False,,True,0.3417,False,,False,,True,3,gaussian|wiener_denoise|clahe,
video4/v04_20-21_f00190_t06.33_moderate_blur,moderate_blur,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00190_t06.33_moderate_blur,moderate_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00228_t07.60_severe_blur,severe_blur,0,0,person,False,,False,,False,,False,,False,,True,0.1942,False,,False,,True,1,clahe,clahe
video4/v04_20-21_f00228_t07.60_severe_blur,severe_blur,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00228_t07.60_severe_blur,severe_blur,2,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00228_t07.60_severe_blur,severe_blur,3,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00266_t08.87_clear,clear,0,0,person,True,0.7919,True,0.8035,True,0.7627,True,0.7907,False,,True,0.7459,True,0.4027,True,0.2474,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00266_t08.87_clear,clear,1,24,backpack,False,,False,,False,,False,,False,,True,0.3434,False,,False,,True,1,clahe,clahe
video4/v04_20-21_f00266_t08.87_clear,clear,2,56,chair,True,0.3636,True,0.3589,True,0.2824,True,0.3351,False,,True,0.1585,False,,False,,True,5,raw|gaussian|bilateral|wiener_denoise|clahe,
video4/v04_20-21_f00266_t08.87_clear,clear,3,39,bottle,True,0.1555,True,0.2335,True,0.2544,True,0.2229,False,,False,,False,,False,,True,4,raw|gaussian|bilateral|wiener_denoise,
video4/v04_20-21_f00266_t08.87_clear,clear,4,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00304_t10.13_severe_blur,severe_blur,0,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00304_t10.13_severe_blur,severe_blur,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00304_t10.13_severe_blur,severe_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00304_t10.13_severe_blur,severe_blur,3,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00304_t10.13_severe_blur,severe_blur,4,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00342_t11.40_severe_blur,severe_blur,0,0,person,True,0.6693,True,0.6288,True,0.5327,True,0.637,False,,True,0.3022,True,0.213,False,,True,6,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed,
video4/v04_20-21_f00342_t11.40_severe_blur,severe_blur,1,0,person,True,0.2736,True,0.2758,True,0.3502,True,0.2913,False,,True,0.5716,False,,False,,True,5,raw|gaussian|bilateral|wiener_denoise|clahe,
video4/v04_20-21_f00342_t11.40_severe_blur,severe_blur,2,24,backpack,True,0.1897,False,,False,,False,,False,,False,,False,,False,,True,1,raw,raw
video4/v04_20-21_f00342_t11.40_severe_blur,severe_blur,3,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00342_t11.40_severe_blur,severe_blur,4,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00342_t11.40_severe_blur,severe_blur,5,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00342_t11.40_severe_blur,severe_blur,6,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00380_t12.67_moderate_blur,moderate_blur,0,0,person,True,0.8038,True,0.7485,True,0.5495,True,0.7178,False,,True,0.6145,True,0.665,True,0.651,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00380_t12.67_moderate_blur,moderate_blur,1,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00380_t12.67_moderate_blur,moderate_blur,2,39,bottle,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00418_t13.93_moderate_blur,moderate_blur,0,0,person,True,0.9268,True,0.933,True,0.9385,True,0.9369,False,,True,0.9261,True,0.9359,True,0.9375,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00418_t13.93_moderate_blur,moderate_blur,1,56,chair,True,0.6313,True,0.708,True,0.5821,True,0.6148,False,,True,0.3219,True,0.2838,False,,True,6,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed,
video4/v04_20-21_f00418_t13.93_moderate_blur,moderate_blur,2,56,chair,True,0.2661,False,,True,0.1907,True,0.2005,False,,True,0.3012,True,0.3956,True,0.4111,True,6,raw|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
video4/v04_20-21_f00418_t13.93_moderate_blur,moderate_blur,3,56,chair,True,0.2032,False,,True,0.1682,True,0.2161,False,,True,0.2828,False,,True,0.2981,True,5,raw|bilateral|wiener_denoise|clahe|temporal_quality_weighted,
video4/v04_20-21_f00418_t13.93_moderate_blur,moderate_blur,4,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00418_t13.93_moderate_blur,moderate_blur,5,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00418_t13.93_moderate_blur,moderate_blur,6,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00418_t13.93_moderate_blur,moderate_blur,7,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video4/v04_20-21_f00418_t13.93_moderate_blur,moderate_blur,8,24,backpack,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video5/v05_20-23_f00000_t00.00_clear,clear,0,57,couch,False,,False,,False,,True,0.1807,False,,False,,False,,False,,True,1,wiener_denoise,wiener_denoise
video5/v05_20-23_f00022_t00.73_clear,clear,0,57,couch,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video5/v05_20-23_f00022_t00.73_clear,clear,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video5/v05_20-23_f00068_t02.27_moderate_blur,moderate_blur,0,57,couch,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video5/v05_20-23_f00136_t04.53_moderate_blur,moderate_blur,0,57,couch,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video5/v05_20-23_f00181_t06.03_moderate_blur,moderate_blur,0,56,chair,True,0.4655,True,0.3841,False,,True,0.2882,False,,False,,True,0.2307,True,0.2219,True,5,raw|gaussian|wiener_denoise|temporal_fixed|temporal_quality_weighted,
video5/v05_20-23_f00181_t06.03_moderate_blur,moderate_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video5/v05_20-23_f00204_t06.80_clear,clear,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video5/v05_20-23_f00250_t08.33_moderate_blur,moderate_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video5/v05_20-23_f00250_t08.33_moderate_blur,moderate_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video5/v05_20-23_f00295_t09.83_clear,clear,0,57,couch,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video5/v05_20-23_f00318_t10.60_moderate_blur,moderate_blur,0,56,chair,True,0.4293,True,0.4211,True,0.2564,True,0.3656,False,,False,,False,,False,,True,4,raw|gaussian|bilateral|wiener_denoise,
video5/v05_20-23_f00318_t10.60_moderate_blur,moderate_blur,1,56,chair,True,0.3675,True,0.3243,True,0.2058,True,0.3471,False,,True,0.1827,False,,False,,True,5,raw|gaussian|bilateral|wiener_denoise|clahe,
video5/v05_20-23_f00318_t10.60_moderate_blur,moderate_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video5/v05_20-23_f00386_t12.87_severe_blur,severe_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00000_t00.00_clear,clear,0,0,person,True,0.8283,True,0.8025,True,0.7152,True,0.8073,False,,True,0.3722,False,,False,,True,5,raw|gaussian|bilateral|wiener_denoise|clahe,
video6/v06_20-24_f00000_t00.00_clear,clear,1,0,person,False,,False,,False,,False,,False,,False,,True,0.3619,True,0.2832,True,2,temporal_fixed|temporal_quality_weighted,
video6/v06_20-24_f00000_t00.00_clear,clear,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00000_t00.00_clear,clear,3,57,couch,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00030_t01.00_clear,clear,0,0,person,True,0.7771,True,0.6106,True,0.5674,True,0.6037,False,,True,0.5425,False,,False,,True,5,raw|gaussian|bilateral|wiener_denoise|clahe,
video6/v06_20-24_f00030_t01.00_clear,clear,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00123_t04.10_moderate_blur,moderate_blur,0,0,person,True,0.7565,True,0.6689,True,0.688,True,0.6782,False,,True,0.8328,True,0.1924,True,0.3147,True,7,raw|gaussian|bilateral|wiener_denoise|clahe|temporal_fixed|temporal_quality_weighted,
video6/v06_20-24_f00123_t04.10_moderate_blur,moderate_blur,1,0,person,True,0.2491,True,0.194,False,,False,,False,,False,,True,0.1506,False,,True,3,raw|gaussian|temporal_fixed,
video6/v06_20-24_f00154_t05.13_moderate_blur,moderate_blur,0,0,person,True,0.3181,True,0.2342,False,,True,0.2369,False,,True,0.2943,False,,False,,True,4,raw|gaussian|wiener_denoise|clahe,
video6/v06_20-24_f00154_t05.13_moderate_blur,moderate_blur,1,0,person,True,0.243,False,,False,,False,,False,,True,0.2244,False,,False,,True,2,raw|clahe,
video6/v06_20-24_f00154_t05.13_moderate_blur,moderate_blur,2,0,person,True,0.1942,True,0.3093,False,,True,0.2794,False,,False,,False,,False,,True,3,raw|gaussian|wiener_denoise,
video6/v06_20-24_f00154_t05.13_moderate_blur,moderate_blur,3,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00184_t06.13_severe_blur,severe_blur,0,0,person,True,0.6011,True,0.4878,True,0.3556,True,0.4248,False,,True,0.3258,False,,False,,True,5,raw|gaussian|bilateral|wiener_denoise|clahe,
video6/v06_20-24_f00215_t07.17_severe_blur,severe_blur,0,0,person,True,0.4897,True,0.3523,True,0.1998,True,0.3195,False,,False,,False,,False,,True,4,raw|gaussian|bilateral|wiener_denoise,
video6/v06_20-24_f00215_t07.17_severe_blur,severe_blur,1,0,person,False,,True,0.1803,False,,True,0.1874,False,,False,,False,,False,,True,2,gaussian|wiener_denoise,
video6/v06_20-24_f00215_t07.17_severe_blur,severe_blur,2,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00215_t07.17_severe_blur,severe_blur,3,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00215_t07.17_severe_blur,severe_blur,4,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00277_t09.23_moderate_blur,moderate_blur,0,56,chair,True,0.2738,False,,False,,False,,False,,True,0.1929,False,,False,,True,2,raw|clahe,
video6/v06_20-24_f00277_t09.23_moderate_blur,moderate_blur,1,56,chair,True,0.1851,True,0.1513,False,,False,,False,,True,0.173,False,,False,,True,3,raw|gaussian|clahe,
video6/v06_20-24_f00277_t09.23_moderate_blur,moderate_blur,2,56,chair,True,0.1769,True,0.2424,True,0.1732,True,0.2325,False,,False,,False,,False,,True,4,raw|gaussian|bilateral|wiener_denoise,
video6/v06_20-24_f00277_t09.23_moderate_blur,moderate_blur,3,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00277_t09.23_moderate_blur,moderate_blur,4,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00277_t09.23_moderate_blur,moderate_blur,5,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00277_t09.23_moderate_blur,moderate_blur,6,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00431_t14.37_moderate_blur,moderate_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00431_t14.37_moderate_blur,moderate_blur,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00493_t16.43_severe_blur,severe_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00493_t16.43_severe_blur,severe_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00493_t16.43_severe_blur,severe_blur,2,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00616_t20.53_moderate_blur,moderate_blur,0,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00616_t20.53_moderate_blur,moderate_blur,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00647_t21.57_clear,clear,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video6/v06_20-24_f00647_t21.57_clear,clear,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00000_t00.00_clear,clear,0,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00014_t00.47_moderate_blur,moderate_blur,0,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00014_t00.47_moderate_blur,moderate_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00029_t00.97_clear,clear,0,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00029_t00.97_clear,clear,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00029_t00.97_clear,clear,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00044_t01.47_clear,clear,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00044_t01.47_clear,clear,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00044_t01.47_clear,clear,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00044_t01.47_clear,clear,3,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00044_t01.47_clear,clear,4,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00059_t01.97_clear,clear,0,56,chair,True,0.3537,False,,False,,False,,False,,True,0.4497,False,,False,,True,2,raw|clahe,
video7/v07_20-25_f00059_t01.97_clear,clear,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00059_t01.97_clear,clear,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00059_t01.97_clear,clear,3,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00074_t02.47_moderate_blur,moderate_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00074_t02.47_moderate_blur,moderate_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00074_t02.47_moderate_blur,moderate_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00074_t02.47_moderate_blur,moderate_blur,3,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00074_t02.47_moderate_blur,moderate_blur,4,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00104_t03.47_severe_blur,severe_blur,0,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00119_t03.97_moderate_blur,moderate_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00119_t03.97_moderate_blur,moderate_blur,1,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00149_t04.97_moderate_blur,moderate_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00149_t04.97_moderate_blur,moderate_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
video7/v07_20-25_f00149_t04.97_moderate_blur,moderate_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
