method,gt_instance_id,frame_id,gt_index,video,target_frame,metadata_frame,timestamp,quality_group,class_id,class,raw_detected,tracked_detected,raw_confidence,tracked_confidence,track_id,missed_frames_before_target,persisted_at_target,outcome
bytetrack,video1/v01_20-16_f00054_t01.82_clear/gt000,video1/v01_20-16_f00054_t01.82_clear,0,video1,49,00054,01.82,clear,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_1,video1/v01_20-16_f00054_t01.82_clear/gt000,video1/v01_20-16_f00054_t01.82_clear,0,video1,49,00054,01.82,clear,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_3,video1/v01_20-16_f00054_t01.82_clear/gt000,video1/v01_20-16_f00054_t01.82_clear,0,video1,49,00054,01.82,clear,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_5,video1/v01_20-16_f00054_t01.82_clear/gt000,video1/v01_20-16_f00054_t01.82_clear,0,video1,49,00054,01.82,clear,56,chair,False,False,,,,,False,still_missed
botsort,video1/v01_20-16_f00054_t01.82_clear/gt000,video1/v01_20-16_f00054_t01.82_clear,0,video1,49,00054,01.82,clear,56,chair,False,False,,,,,False,still_missed
botsort_persist_1,video1/v01_20-16_f00054_t01.82_clear/gt000,video1/v01_20-16_f00054_t01.82_clear,0,video1,49,00054,01.82,clear,56,chair,False,False,,,,,False,still_missed
botsort_persist_3,video1/v01_20-16_f00054_t01.82_clear/gt000,video1/v01_20-16_f00054_t01.82_clear,0,video1,49,00054,01.82,clear,56,chair,False,False,,,,,False,still_missed
botsort_persist_5,video1/v01_20-16_f00054_t01.82_clear/gt000,video1/v01_20-16_f00054_t01.82_clear,0,video1,49,00054,01.82,clear,56,chair,False,False,,,,,False,still_missed
bytetrack,video1/v01_20-16_f00081_t02.73_clear/gt000,video1/v01_20-16_f00081_t02.73_clear,0,video1,76,00081,02.73,clear,56,chair,False,False,,,,,False,still_missed
bytetrack,video1/v01_20-16_f00081_t02.73_clear/gt001,video1/v01_20-16_f00081_t02.73_clear,1,video1,76,00081,02.73,clear,56,chair,False,False,,,,,False,still_missed
bytetrack,video1/v01_20-16_f00081_t02.73_clear/gt002,video1/v01_20-16_f00081_t02.73_clear,2,video1,76,00081,02.73,clear,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_1,video1/v01_20-16_f00081_t02.73_clear/gt000,video1/v01_20-16_f00081_t02.73_clear,0,video1,76,00081,02.73,clear,56,chair,False,True,,0.2263,8,1,True,rescued
bytetrack_persist_1,video1/v01_20-16_f00081_t02.73_clear/gt001,video1/v01_20-16_f00081_t02.73_clear,1,video1,76,00081,02.73,clear,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_1,video1/v01_20-16_f00081_t02.73_clear/gt002,video1/v01_20-16_f00081_t02.73_clear,2,video1,76,00081,02.73,clear,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_3,video1/v01_20-16_f00081_t02.73_clear/gt000,video1/v01_20-16_f00081_t02.73_clear,0,video1,76,00081,02.73,clear,56,chair,False,True,,0.2263,8,1,True,rescued
bytetrack_persist_3,video1/v01_20-16_f00081_t02.73_clear/gt001,video1/v01_20-16_f00081_t02.73_clear,1,video1,76,00081,02.73,clear,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_3,video1/v01_20-16_f00081_t02.73_clear/gt002,video1/v01_20-16_f00081_t02.73_clear,2,video1,76,00081,02.73,clear,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_5,video1/v01_20-16_f00081_t02.73_clear/gt000,video1/v01_20-16_f00081_t02.73_clear,0,video1,76,00081,02.73,clear,56,chair,False,True,,0.2263,8,1,True,rescued
bytetrack_persist_5,video1/v01_20-16_f00081_t02.73_clear/gt001,video1/v01_20-16_f00081_t02.73_clear,1,video1,76,00081,02.73,clear,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_5,video1/v01_20-16_f00081_t02.73_clear/gt002,video1/v01_20-16_f00081_t02.73_clear,2,video1,76,00081,02.73,clear,56,chair,False,False,,,,,False,still_missed
botsort,video1/v01_20-16_f00081_t02.73_clear/gt000,video1/v01_20-16_f00081_t02.73_clear,0,video1,76,00081,02.73,clear,56,chair,False,False,,,,,False,still_missed
botsort,video1/v01_20-16_f00081_t02.73_clear/gt001,video1/v01_20-16_f00081_t02.73_clear,1,video1,76,00081,02.73,clear,56,chair,False,False,,,,,False,still_missed
botsort,video1/v01_20-16_f00081_t02.73_clear/gt002,video1/v01_20-16_f00081_t02.73_clear,2,video1,76,00081,02.73,clear,56,chair,False,False,,,,,False,still_missed
botsort_persist_1,video1/v01_20-16_f00081_t02.73_clear/gt000,video1/v01_20-16_f00081_t02.73_clear,0,video1,76,00081,02.73,clear,56,chair,False,True,,0.2263,7,1,True,rescued
botsort_persist_1,video1/v01_20-16_f00081_t02.73_clear/gt001,video1/v01_20-16_f00081_t02.73_clear,1,video1,76,00081,02.73,clear,56,chair,False,False,,,,,False,still_missed
botsort_persist_1,video1/v01_20-16_f00081_t02.73_clear/gt002,video1/v01_20-16_f00081_t02.73_clear,2,video1,76,00081,02.73,clear,56,chair,False,False,,,,,False,still_missed
botsort_persist_3,video1/v01_20-16_f00081_t02.73_clear/gt000,video1/v01_20-16_f00081_t02.73_clear,0,video1,76,00081,02.73,clear,56,chair,False,True,,0.2263,7,1,True,rescued
botsort_persist_3,video1/v01_20-16_f00081_t02.73_clear/gt001,video1/v01_20-16_f00081_t02.73_clear,1,video1,76,00081,02.73,clear,56,chair,False,False,,,,,False,still_missed
botsort_persist_3,video1/v01_20-16_f00081_t02.73_clear/gt002,video1/v01_20-16_f00081_t02.73_clear,2,video1,76,00081,02.73,clear,56,chair,False,False,,,,,False,still_missed
botsort_persist_5,video1/v01_20-16_f00081_t02.73_clear/gt000,video1/v01_20-16_f00081_t02.73_clear,0,video1,76,00081,02.73,clear,56,chair,False,True,,0.2263,7,1,True,rescued
botsort_persist_5,video1/v01_20-16_f00081_t02.73_clear/gt001,video1/v01_20-16_f00081_t02.73_clear,1,video1,76,00081,02.73,clear,56,chair,False,False,,,,,False,still_missed
botsort_persist_5,video1/v01_20-16_f00081_t02.73_clear/gt002,video1/v01_20-16_f00081_t02.73_clear,2,video1,76,00081,02.73,clear,56,chair,False,False,,,,,False,still_missed
bytetrack,video1/v01_20-16_f00108_t03.63_moderate_blur/gt000,video1/v01_20-16_f00108_t03.63_moderate_blur,0,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack,video1/v01_20-16_f00108_t03.63_moderate_blur/gt001,video1/v01_20-16_f00108_t03.63_moderate_blur,1,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack,video1/v01_20-16_f00108_t03.63_moderate_blur/gt002,video1/v01_20-16_f00108_t03.63_moderate_blur,2,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack,video1/v01_20-16_f00108_t03.63_moderate_blur/gt003,video1/v01_20-16_f00108_t03.63_moderate_blur,3,video1,103,00108,03.63,moderate_blur,60,dining table,False,False,,,,,False,still_missed
bytetrack_persist_1,video1/v01_20-16_f00108_t03.63_moderate_blur/gt000,video1/v01_20-16_f00108_t03.63_moderate_blur,0,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_1,video1/v01_20-16_f00108_t03.63_moderate_blur/gt001,video1/v01_20-16_f00108_t03.63_moderate_blur,1,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_1,video1/v01_20-16_f00108_t03.63_moderate_blur/gt002,video1/v01_20-16_f00108_t03.63_moderate_blur,2,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_1,video1/v01_20-16_f00108_t03.63_moderate_blur/gt003,video1/v01_20-16_f00108_t03.63_moderate_blur,3,video1,103,00108,03.63,moderate_blur,60,dining table,False,False,,,,,False,still_missed
bytetrack_persist_3,video1/v01_20-16_f00108_t03.63_moderate_blur/gt000,video1/v01_20-16_f00108_t03.63_moderate_blur,0,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_3,video1/v01_20-16_f00108_t03.63_moderate_blur/gt001,video1/v01_20-16_f00108_t03.63_moderate_blur,1,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_3,video1/v01_20-16_f00108_t03.63_moderate_blur/gt002,video1/v01_20-16_f00108_t03.63_moderate_blur,2,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_3,video1/v01_20-16_f00108_t03.63_moderate_blur/gt003,video1/v01_20-16_f00108_t03.63_moderate_blur,3,video1,103,00108,03.63,moderate_blur,60,dining table,False,False,,,,,False,still_missed
bytetrack_persist_5,video1/v01_20-16_f00108_t03.63_moderate_blur/gt000,video1/v01_20-16_f00108_t03.63_moderate_blur,0,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_5,video1/v01_20-16_f00108_t03.63_moderate_blur/gt001,video1/v01_20-16_f00108_t03.63_moderate_blur,1,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_5,video1/v01_20-16_f00108_t03.63_moderate_blur/gt002,video1/v01_20-16_f00108_t03.63_moderate_blur,2,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_5,video1/v01_20-16_f00108_t03.63_moderate_blur/gt003,video1/v01_20-16_f00108_t03.63_moderate_blur,3,video1,103,00108,03.63,moderate_blur,60,dining table,False,False,,,,,False,still_missed
botsort,video1/v01_20-16_f00108_t03.63_moderate_blur/gt000,video1/v01_20-16_f00108_t03.63_moderate_blur,0,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort,video1/v01_20-16_f00108_t03.63_moderate_blur/gt001,video1/v01_20-16_f00108_t03.63_moderate_blur,1,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort,video1/v01_20-16_f00108_t03.63_moderate_blur/gt002,video1/v01_20-16_f00108_t03.63_moderate_blur,2,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort,video1/v01_20-16_f00108_t03.63_moderate_blur/gt003,video1/v01_20-16_f00108_t03.63_moderate_blur,3,video1,103,00108,03.63,moderate_blur,60,dining table,False,False,,,,,False,still_missed
botsort_persist_1,video1/v01_20-16_f00108_t03.63_moderate_blur/gt000,video1/v01_20-16_f00108_t03.63_moderate_blur,0,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_1,video1/v01_20-16_f00108_t03.63_moderate_blur/gt001,video1/v01_20-16_f00108_t03.63_moderate_blur,1,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_1,video1/v01_20-16_f00108_t03.63_moderate_blur/gt002,video1/v01_20-16_f00108_t03.63_moderate_blur,2,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_1,video1/v01_20-16_f00108_t03.63_moderate_blur/gt003,video1/v01_20-16_f00108_t03.63_moderate_blur,3,video1,103,00108,03.63,moderate_blur,60,dining table,False,False,,,,,False,still_missed
botsort_persist_3,video1/v01_20-16_f00108_t03.63_moderate_blur/gt000,video1/v01_20-16_f00108_t03.63_moderate_blur,0,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_3,video1/v01_20-16_f00108_t03.63_moderate_blur/gt001,video1/v01_20-16_f00108_t03.63_moderate_blur,1,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_3,video1/v01_20-16_f00108_t03.63_moderate_blur/gt002,video1/v01_20-16_f00108_t03.63_moderate_blur,2,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_3,video1/v01_20-16_f00108_t03.63_moderate_blur/gt003,video1/v01_20-16_f00108_t03.63_moderate_blur,3,video1,103,00108,03.63,moderate_blur,60,dining table,False,False,,,,,False,still_missed
botsort_persist_5,video1/v01_20-16_f00108_t03.63_moderate_blur/gt000,video1/v01_20-16_f00108_t03.63_moderate_blur,0,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_5,video1/v01_20-16_f00108_t03.63_moderate_blur/gt001,video1/v01_20-16_f00108_t03.63_moderate_blur,1,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_5,video1/v01_20-16_f00108_t03.63_moderate_blur/gt002,video1/v01_20-16_f00108_t03.63_moderate_blur,2,video1,103,00108,03.63,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_5,video1/v01_20-16_f00108_t03.63_moderate_blur/gt003,video1/v01_20-16_f00108_t03.63_moderate_blur,3,video1,103,00108,03.63,moderate_blur,60,dining table,False,False,,,,,False,still_missed
bytetrack,video1/v01_20-16_f00162_t05.45_moderate_blur/gt000,video1/v01_20-16_f00162_t05.45_moderate_blur,0,video1,158,00162,05.45,moderate_blur,56,chair,True,True,0.2313,0.5354,17,0,False,both_detected
bytetrack,video1/v01_20-16_f00162_t05.45_moderate_blur/gt001,video1/v01_20-16_f00162_t05.45_moderate_blur,1,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack,video1/v01_20-16_f00162_t05.45_moderate_blur/gt002,video1/v01_20-16_f00162_t05.45_moderate_blur,2,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack,video1/v01_20-16_f00162_t05.45_moderate_blur/gt003,video1/v01_20-16_f00162_t05.45_moderate_blur,3,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack,video1/v01_20-16_f00162_t05.45_moderate_blur/gt004,video1/v01_20-16_f00162_t05.45_moderate_blur,4,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack,video1/v01_20-16_f00162_t05.45_moderate_blur/gt005,video1/v01_20-16_f00162_t05.45_moderate_blur,5,video1,158,00162,05.45,moderate_blur,60,dining table,False,False,,,,,False,still_missed
bytetrack,video1/v01_20-16_f00162_t05.45_moderate_blur/gt006,video1/v01_20-16_f00162_t05.45_moderate_blur,6,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack,video1/v01_20-16_f00162_t05.45_moderate_blur/gt007,video1/v01_20-16_f00162_t05.45_moderate_blur,7,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_1,video1/v01_20-16_f00162_t05.45_moderate_blur/gt000,video1/v01_20-16_f00162_t05.45_moderate_blur,0,video1,158,00162,05.45,moderate_blur,56,chair,True,True,0.2313,0.2313,,0,False,both_detected
bytetrack_persist_1,video1/v01_20-16_f00162_t05.45_moderate_blur/gt001,video1/v01_20-16_f00162_t05.45_moderate_blur,1,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_1,video1/v01_20-16_f00162_t05.45_moderate_blur/gt002,video1/v01_20-16_f00162_t05.45_moderate_blur,2,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_1,video1/v01_20-16_f00162_t05.45_moderate_blur/gt003,video1/v01_20-16_f00162_t05.45_moderate_blur,3,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_1,video1/v01_20-16_f00162_t05.45_moderate_blur/gt004,video1/v01_20-16_f00162_t05.45_moderate_blur,4,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_1,video1/v01_20-16_f00162_t05.45_moderate_blur/gt005,video1/v01_20-16_f00162_t05.45_moderate_blur,5,video1,158,00162,05.45,moderate_blur,60,dining table,False,False,,,,,False,still_missed
bytetrack_persist_1,video1/v01_20-16_f00162_t05.45_moderate_blur/gt006,video1/v01_20-16_f00162_t05.45_moderate_blur,6,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_1,video1/v01_20-16_f00162_t05.45_moderate_blur/gt007,video1/v01_20-16_f00162_t05.45_moderate_blur,7,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_3,video1/v01_20-16_f00162_t05.45_moderate_blur/gt000,video1/v01_20-16_f00162_t05.45_moderate_blur,0,video1,158,00162,05.45,moderate_blur,56,chair,True,True,0.2313,0.2313,,0,False,both_detected
bytetrack_persist_3,video1/v01_20-16_f00162_t05.45_moderate_blur/gt001,video1/v01_20-16_f00162_t05.45_moderate_blur,1,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_3,video1/v01_20-16_f00162_t05.45_moderate_blur/gt002,video1/v01_20-16_f00162_t05.45_moderate_blur,2,video1,158,00162,05.45,moderate_blur,56,chair,False,True,,0.2189,16,3,True,rescued
bytetrack_persist_3,video1/v01_20-16_f00162_t05.45_moderate_blur/gt003,video1/v01_20-16_f00162_t05.45_moderate_blur,3,video1,158,00162,05.45,moderate_blur,56,chair,False,True,,0.3209,13,3,True,rescued
bytetrack_persist_3,video1/v01_20-16_f00162_t05.45_moderate_blur/gt004,video1/v01_20-16_f00162_t05.45_moderate_blur,4,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_3,video1/v01_20-16_f00162_t05.45_moderate_blur/gt005,video1/v01_20-16_f00162_t05.45_moderate_blur,5,video1,158,00162,05.45,moderate_blur,60,dining table,False,False,,,,,False,still_missed
bytetrack_persist_3,video1/v01_20-16_f00162_t05.45_moderate_blur/gt006,video1/v01_20-16_f00162_t05.45_moderate_blur,6,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_3,video1/v01_20-16_f00162_t05.45_moderate_blur/gt007,video1/v01_20-16_f00162_t05.45_moderate_blur,7,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_5,video1/v01_20-16_f00162_t05.45_moderate_blur/gt000,video1/v01_20-16_f00162_t05.45_moderate_blur,0,video1,158,00162,05.45,moderate_blur,56,chair,True,True,0.2313,0.2313,,0,False,both_detected
bytetrack_persist_5,video1/v01_20-16_f00162_t05.45_moderate_blur/gt001,video1/v01_20-16_f00162_t05.45_moderate_blur,1,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_5,video1/v01_20-16_f00162_t05.45_moderate_blur/gt002,video1/v01_20-16_f00162_t05.45_moderate_blur,2,video1,158,00162,05.45,moderate_blur,56,chair,False,True,,0.2189,16,3,True,rescued
bytetrack_persist_5,video1/v01_20-16_f00162_t05.45_moderate_blur/gt003,video1/v01_20-16_f00162_t05.45_moderate_blur,3,video1,158,00162,05.45,moderate_blur,56,chair,False,True,,0.3209,13,3,True,rescued
bytetrack_persist_5,video1/v01_20-16_f00162_t05.45_moderate_blur/gt004,video1/v01_20-16_f00162_t05.45_moderate_blur,4,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_5,video1/v01_20-16_f00162_t05.45_moderate_blur/gt005,video1/v01_20-16_f00162_t05.45_moderate_blur,5,video1,158,00162,05.45,moderate_blur,60,dining table,False,False,,,,,False,still_missed
bytetrack_persist_5,video1/v01_20-16_f00162_t05.45_moderate_blur/gt006,video1/v01_20-16_f00162_t05.45_moderate_blur,6,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack_persist_5,video1/v01_20-16_f00162_t05.45_moderate_blur/gt007,video1/v01_20-16_f00162_t05.45_moderate_blur,7,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort,video1/v01_20-16_f00162_t05.45_moderate_blur/gt000,video1/v01_20-16_f00162_t05.45_moderate_blur,0,video1,158,00162,05.45,moderate_blur,56,chair,True,True,0.2313,0.5354,16,0,False,both_detected
botsort,video1/v01_20-16_f00162_t05.45_moderate_blur/gt001,video1/v01_20-16_f00162_t05.45_moderate_blur,1,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort,video1/v01_20-16_f00162_t05.45_moderate_blur/gt002,video1/v01_20-16_f00162_t05.45_moderate_blur,2,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort,video1/v01_20-16_f00162_t05.45_moderate_blur/gt003,video1/v01_20-16_f00162_t05.45_moderate_blur,3,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort,video1/v01_20-16_f00162_t05.45_moderate_blur/gt004,video1/v01_20-16_f00162_t05.45_moderate_blur,4,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort,video1/v01_20-16_f00162_t05.45_moderate_blur/gt005,video1/v01_20-16_f00162_t05.45_moderate_blur,5,video1,158,00162,05.45,moderate_blur,60,dining table,False,False,,,,,False,still_missed
botsort,video1/v01_20-16_f00162_t05.45_moderate_blur/gt006,video1/v01_20-16_f00162_t05.45_moderate_blur,6,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort,video1/v01_20-16_f00162_t05.45_moderate_blur/gt007,video1/v01_20-16_f00162_t05.45_moderate_blur,7,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_1,video1/v01_20-16_f00162_t05.45_moderate_blur/gt000,video1/v01_20-16_f00162_t05.45_moderate_blur,0,video1,158,00162,05.45,moderate_blur,56,chair,True,True,0.2313,0.2313,,0,False,both_detected
botsort_persist_1,video1/v01_20-16_f00162_t05.45_moderate_blur/gt001,video1/v01_20-16_f00162_t05.45_moderate_blur,1,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_1,video1/v01_20-16_f00162_t05.45_moderate_blur/gt002,video1/v01_20-16_f00162_t05.45_moderate_blur,2,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_1,video1/v01_20-16_f00162_t05.45_moderate_blur/gt003,video1/v01_20-16_f00162_t05.45_moderate_blur,3,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_1,video1/v01_20-16_f00162_t05.45_moderate_blur/gt004,video1/v01_20-16_f00162_t05.45_moderate_blur,4,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_1,video1/v01_20-16_f00162_t05.45_moderate_blur/gt005,video1/v01_20-16_f00162_t05.45_moderate_blur,5,video1,158,00162,05.45,moderate_blur,60,dining table,False,False,,,,,False,still_missed
botsort_persist_1,video1/v01_20-16_f00162_t05.45_moderate_blur/gt006,video1/v01_20-16_f00162_t05.45_moderate_blur,6,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_1,video1/v01_20-16_f00162_t05.45_moderate_blur/gt007,video1/v01_20-16_f00162_t05.45_moderate_blur,7,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_3,video1/v01_20-16_f00162_t05.45_moderate_blur/gt000,video1/v01_20-16_f00162_t05.45_moderate_blur,0,video1,158,00162,05.45,moderate_blur,56,chair,True,True,0.2313,0.2313,,0,False,both_detected
botsort_persist_3,video1/v01_20-16_f00162_t05.45_moderate_blur/gt001,video1/v01_20-16_f00162_t05.45_moderate_blur,1,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_3,video1/v01_20-16_f00162_t05.45_moderate_blur/gt002,video1/v01_20-16_f00162_t05.45_moderate_blur,2,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_3,video1/v01_20-16_f00162_t05.45_moderate_blur/gt003,video1/v01_20-16_f00162_t05.45_moderate_blur,3,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_3,video1/v01_20-16_f00162_t05.45_moderate_blur/gt004,video1/v01_20-16_f00162_t05.45_moderate_blur,4,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_3,video1/v01_20-16_f00162_t05.45_moderate_blur/gt005,video1/v01_20-16_f00162_t05.45_moderate_blur,5,video1,158,00162,05.45,moderate_blur,60,dining table,False,False,,,,,False,still_missed
botsort_persist_3,video1/v01_20-16_f00162_t05.45_moderate_blur/gt006,video1/v01_20-16_f00162_t05.45_moderate_blur,6,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_3,video1/v01_20-16_f00162_t05.45_moderate_blur/gt007,video1/v01_20-16_f00162_t05.45_moderate_blur,7,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_5,video1/v01_20-16_f00162_t05.45_moderate_blur/gt000,video1/v01_20-16_f00162_t05.45_moderate_blur,0,video1,158,00162,05.45,moderate_blur,56,chair,True,True,0.2313,0.2313,,0,False,both_detected
botsort_persist_5,video1/v01_20-16_f00162_t05.45_moderate_blur/gt001,video1/v01_20-16_f00162_t05.45_moderate_blur,1,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_5,video1/v01_20-16_f00162_t05.45_moderate_blur/gt002,video1/v01_20-16_f00162_t05.45_moderate_blur,2,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_5,video1/v01_20-16_f00162_t05.45_moderate_blur/gt003,video1/v01_20-16_f00162_t05.45_moderate_blur,3,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_5,video1/v01_20-16_f00162_t05.45_moderate_blur/gt004,video1/v01_20-16_f00162_t05.45_moderate_blur,4,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_5,video1/v01_20-16_f00162_t05.45_moderate_blur/gt005,video1/v01_20-16_f00162_t05.45_moderate_blur,5,video1,158,00162,05.45,moderate_blur,60,dining table,False,False,,,,,False,still_missed
botsort_persist_5,video1/v01_20-16_f00162_t05.45_moderate_blur/gt006,video1/v01_20-16_f00162_t05.45_moderate_blur,6,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
botsort_persist_5,video1/v01_20-16_f00162_t05.45_moderate_blur/gt007,video1/v01_20-16_f00162_t05.45_moderate_blur,7,video1,158,00162,05.45,moderate_blur,56,chair,False,False,,,,,False,still_missed
bytetrack,video1/v01_20-16_f00189_t06.36_clear/gt000,video1/v01_20-16_f00189_t06.36_clear,0,video1,185,00189,06.36,clear,56,chair,True,True,0.8143,0.3815,13,0,False,both_detected
bytetrack,video1/v01_20-16_f00189_t06.36_clear/gt001,video1/v01_20-16_f00189_t06.36_clear,1,video1,185,00189,06.36,clear,56,chair,True,True,0.6588,0.304,17,0,False,both_detected
bytetrack,video1/v01_20-16_f00189_t06.36_clear/gt002,video1/v01_20-16_f00189_t06.36_clear,2,video1,185,00189,06.36,clear,56,chair,True,True,0.5805,0.4142,27,0,False,both_detected
bytetrack,video1/v01_20-16_f00189_t06.36_clear/gt003,video1/v01_20-16_f00189_t06.36_clear,3,video1,185,00189,06.36,clear,56,chair,True,False,0.3457,,,,False,lost
bytetrack,video1/v01_20-16_f00189_t06.36_clear/gt004,video1/v01_20-16_f00189_t06.36_clear,4,video1,185,00189,06.36,clear,56,chair,True,True,0.2972,0.4647,34,0,False,both_detected
bytetrack,video1/v01_20-16_f00189_t06.36_clear/gt005,video1/v01_20-16_f00189_t06.36_clear,5,video1,185,00189,06.36,clear,56,chair,True,False,0.2576,,,,False,lost
