method,frame_id,video,target_frame,timestamp,quality_group,detection_index,class_id,class,confidence,track_id,missed_frames_before_target,persisted,is_true_positive,is_false_positive,is_stale_persisted_fp,x1,y1,x2,y2
bytetrack,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,2,28,suitcase,0.2309,13,0,False,False,True,False,487.538,100.735,630.607,418.822
bytetrack_persist_1,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,0,0,person,0.8876,,0,False,True,False,False,286.508,1.63,439.149,215.453
bytetrack_persist_1,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,1,24,backpack,0.384,,0,False,True,False,False,118.721,140.866,327.088,259.508
bytetrack_persist_1,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,2,28,suitcase,0.2869,,0,False,False,True,False,478.176,149.459,639.674,419.927
bytetrack_persist_1,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,3,39,bottle,0.2586,,0,False,True,False,False,65.566,100.724,100.329,161.321
bytetrack_persist_1,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,4,24,backpack,0.1587,,0,False,True,False,False,479.522,148.436,639.678,419.56
bytetrack_persist_3,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,0,0,person,0.8876,,0,False,True,False,False,286.508,1.63,439.149,215.453
bytetrack_persist_3,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,1,24,backpack,0.384,,0,False,True,False,False,118.721,140.866,327.088,259.508
bytetrack_persist_3,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,2,28,suitcase,0.2869,,0,False,False,True,False,478.176,149.459,639.674,419.927
bytetrack_persist_3,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,3,39,bottle,0.2586,,0,False,True,False,False,65.566,100.724,100.329,161.321
bytetrack_persist_3,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,4,24,backpack,0.1587,,0,False,True,False,False,479.522,148.436,639.678,419.56
bytetrack_persist_3,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,5,39,bottle,0.2837,28,3,True,False,True,True,96.434,111.469,127.758,172.453
bytetrack_persist_5,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,0,0,person,0.8876,,0,False,True,False,False,286.508,1.63,439.149,215.453
bytetrack_persist_5,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,1,24,backpack,0.384,,0,False,True,False,False,118.721,140.866,327.088,259.508
bytetrack_persist_5,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,2,28,suitcase,0.2869,,0,False,False,True,False,478.176,149.459,639.674,419.927
bytetrack_persist_5,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,3,39,bottle,0.2586,,0,False,True,False,False,65.566,100.724,100.329,161.321
bytetrack_persist_5,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,4,24,backpack,0.1587,,0,False,True,False,False,479.522,148.436,639.678,419.56
bytetrack_persist_5,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,5,39,bottle,0.2837,28,3,True,False,True,True,96.434,111.469,127.758,172.453
botsort,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,0,0,person,0.8829,1,0,False,True,False,False,285.719,0.0,442.202,207.962
botsort,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,1,39,bottle,0.2537,5,0,False,True,False,False,65.122,100.932,100.472,161.425
botsort,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,2,24,backpack,0.3999,4,0,False,True,False,False,132.297,141.273,327.138,259.151
botsort,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,3,28,suitcase,0.2309,13,0,False,False,True,False,475.334,97.526,638.861,415.752
botsort_persist_1,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,0,0,person,0.8876,,0,False,True,False,False,286.508,1.63,439.149,215.453
botsort_persist_1,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,1,24,backpack,0.384,,0,False,True,False,False,118.721,140.866,327.088,259.508
botsort_persist_1,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,2,28,suitcase,0.2869,,0,False,False,True,False,478.176,149.459,639.674,419.927
botsort_persist_1,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,3,39,bottle,0.2586,,0,False,True,False,False,65.566,100.724,100.329,161.321
botsort_persist_1,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,4,24,backpack,0.1587,,0,False,True,False,False,479.522,148.436,639.678,419.56
botsort_persist_3,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,0,0,person,0.8876,,0,False,True,False,False,286.508,1.63,439.149,215.453
botsort_persist_3,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,1,24,backpack,0.384,,0,False,True,False,False,118.721,140.866,327.088,259.508
botsort_persist_3,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,2,28,suitcase,0.2869,,0,False,False,True,False,478.176,149.459,639.674,419.927
botsort_persist_3,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,3,39,bottle,0.2586,,0,False,True,False,False,65.566,100.724,100.329,161.321
botsort_persist_3,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,4,24,backpack,0.1587,,0,False,True,False,False,479.522,148.436,639.678,419.56
botsort_persist_5,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,0,0,person,0.8876,,0,False,True,False,False,286.508,1.63,439.149,215.453
botsort_persist_5,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,1,24,backpack,0.384,,0,False,True,False,False,118.721,140.866,327.088,259.508
botsort_persist_5,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,2,28,suitcase,0.2869,,0,False,False,True,False,478.176,149.459,639.674,419.927
botsort_persist_5,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,3,39,bottle,0.2586,,0,False,True,False,False,65.566,100.724,100.329,161.321
botsort_persist_5,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,4,24,backpack,0.1587,,0,False,True,False,False,479.522,148.436,639.678,419.56
raw,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,0,0,person,0.8691,,0,False,True,False,False,138.107,0.928,237.668,101.486
raw,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,1,0,person,0.6728,,0,False,True,False,False,378.339,1.036,518.28,300.093
raw,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,2,56,chair,0.5363,,0,False,True,False,False,420.527,2.012,639.414,413.383
raw,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,3,24,backpack,0.3397,,0,False,True,False,False,10.577,73.814,195.856,179.749
raw,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,4,56,chair,0.2195,,0,False,True,False,False,257.985,1.738,363.235,86.647
raw,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,5,56,chair,0.1743,,0,False,True,False,False,458.411,166.019,639.758,335.415
bytetrack,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,0,0,person,0.8733,1,0,False,True,False,False,142.569,0.812,231.209,101.035
bytetrack,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,1,56,chair,0.1914,57,0,False,True,False,False,463.628,166.498,634.493,334.548
bytetrack,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,2,26,handbag,0.3237,39,0,False,False,True,False,6.152,73.321,200.222,178.858
bytetrack,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,3,56,chair,0.5232,59,0,False,True,False,False,419.987,1.762,639.587,414.138
bytetrack,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,4,0,person,0.6619,13,0,False,True,False,False,378.736,0.0,516.069,298.748
bytetrack_persist_1,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,0,0,person,0.8691,,0,False,True,False,False,138.107,0.928,237.668,101.486
bytetrack_persist_1,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,1,0,person,0.6728,,0,False,True,False,False,378.339,1.036,518.28,300.093
bytetrack_persist_1,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,2,56,chair,0.5363,,0,False,True,False,False,420.527,2.012,639.414,413.383
bytetrack_persist_1,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,3,24,backpack,0.3397,,0,False,True,False,False,10.577,73.814,195.856,179.749
bytetrack_persist_1,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,4,56,chair,0.2195,,0,False,True,False,False,257.985,1.738,363.235,86.647
bytetrack_persist_1,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,5,56,chair,0.1743,,0,False,True,False,False,458.411,166.019,639.758,335.415
bytetrack_persist_3,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,0,0,person,0.8691,,0,False,True,False,False,138.107,0.928,237.668,101.486
bytetrack_persist_3,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,1,0,person,0.6728,,0,False,True,False,False,378.339,1.036,518.28,300.093
bytetrack_persist_3,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,2,56,chair,0.5363,,0,False,True,False,False,420.527,2.012,639.414,413.383
bytetrack_persist_3,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,3,24,backpack,0.3397,,0,False,True,False,False,10.577,73.814,195.856,179.749
bytetrack_persist_3,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,4,56,chair,0.2195,,0,False,True,False,False,257.985,1.738,363.235,86.647
bytetrack_persist_3,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,5,56,chair,0.1743,,0,False,True,False,False,458.411,166.019,639.758,335.415
bytetrack_persist_5,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,0,0,person,0.8691,,0,False,True,False,False,138.107,0.928,237.668,101.486
bytetrack_persist_5,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,1,0,person,0.6728,,0,False,True,False,False,378.339,1.036,518.28,300.093
bytetrack_persist_5,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,2,56,chair,0.5363,,0,False,True,False,False,420.527,2.012,639.414,413.383
bytetrack_persist_5,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,3,24,backpack,0.3397,,0,False,True,False,False,10.577,73.814,195.856,179.749
bytetrack_persist_5,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,4,56,chair,0.2195,,0,False,True,False,False,257.985,1.738,363.235,86.647
bytetrack_persist_5,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,5,56,chair,0.1743,,0,False,True,False,False,458.411,166.019,639.758,335.415
botsort,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,0,0,person,0.8733,1,0,False,True,False,False,138.149,1.208,237.411,101.608
botsort,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,1,56,chair,0.5232,24,0,False,True,False,False,416.924,0.0,640.0,418.395
botsort,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,2,26,handbag,0.3237,4,0,False,False,True,False,12.09,73.697,196.306,179.29
botsort,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,3,0,person,0.6619,20,0,False,True,False,False,378.102,0.559,518.396,299.661
botsort_persist_1,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,0,0,person,0.8691,,0,False,True,False,False,138.107,0.928,237.668,101.486
botsort_persist_1,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,1,0,person,0.6728,,0,False,True,False,False,378.339,1.036,518.28,300.093
botsort_persist_1,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,2,56,chair,0.5363,,0,False,True,False,False,420.527,2.012,639.414,413.383
botsort_persist_1,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,3,24,backpack,0.3397,,0,False,True,False,False,10.577,73.814,195.856,179.749
botsort_persist_1,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,4,56,chair,0.2195,,0,False,True,False,False,257.985,1.738,363.235,86.647
botsort_persist_1,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,5,56,chair,0.1743,,0,False,True,False,False,458.411,166.019,639.758,335.415
botsort_persist_3,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,0,0,person,0.8691,,0,False,True,False,False,138.107,0.928,237.668,101.486
botsort_persist_3,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,1,0,person,0.6728,,0,False,True,False,False,378.339,1.036,518.28,300.093
botsort_persist_3,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,2,56,chair,0.5363,,0,False,True,False,False,420.527,2.012,639.414,413.383
botsort_persist_3,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,3,24,backpack,0.3397,,0,False,True,False,False,10.577,73.814,195.856,179.749
botsort_persist_3,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,4,56,chair,0.2195,,0,False,True,False,False,257.985,1.738,363.235,86.647
botsort_persist_3,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,5,56,chair,0.1743,,0,False,True,False,False,458.411,166.019,639.758,335.415
botsort_persist_5,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,0,0,person,0.8691,,0,False,True,False,False,138.107,0.928,237.668,101.486
botsort_persist_5,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,1,0,person,0.6728,,0,False,True,False,False,378.339,1.036,518.28,300.093
botsort_persist_5,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,2,56,chair,0.5363,,0,False,True,False,False,420.527,2.012,639.414,413.383
botsort_persist_5,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,3,24,backpack,0.3397,,0,False,True,False,False,10.577,73.814,195.856,179.749
botsort_persist_5,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,4,56,chair,0.2195,,0,False,True,False,False,257.985,1.738,363.235,86.647
botsort_persist_5,video4/v04_20-21_f00076_t02.53_clear,video4,76,02.53,clear,5,56,chair,0.1743,,0,False,True,False,False,458.411,166.019,639.758,335.415
raw,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,0,0,person,0.8773,,0,False,True,False,False,171.313,0.829,268.823,120.326
raw,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,1,56,chair,0.6716,,0,False,True,False,False,290.576,0.591,441.89,123.914
raw,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,2,28,suitcase,0.4552,,0,False,False,True,False,398.098,10.582,572.579,323.495
raw,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,3,56,chair,0.4028,,0,False,True,False,False,434.267,1.271,638.944,415.216
raw,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,4,16,dog,0.3862,,0,False,True,False,False,8.029,81.198,225.923,187.627
raw,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,5,24,backpack,0.2254,,0,False,True,False,False,7.996,80.741,225.524,187.339
bytetrack,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,0,0,person,0.878,1,0,False,True,False,False,170.721,0.806,268.328,120.22
bytetrack,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,1,16,dog,0.342,39,0,False,True,False,False,9.097,81.084,224.277,187.504
bytetrack,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,2,56,chair,0.3557,59,0,False,True,False,False,434.561,1.899,638.839,415.532
bytetrack,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,3,56,chair,0.6777,53,0,False,True,False,False,296.222,0.563,438.927,123.503
bytetrack,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,4,28,suitcase,0.4351,13,0,False,False,True,False,399.992,15.275,556.839,319.264
bytetrack_persist_1,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,0,0,person,0.8773,,0,False,True,False,False,171.313,0.829,268.823,120.326
bytetrack_persist_1,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,1,56,chair,0.6716,,0,False,True,False,False,290.576,0.591,441.89,123.914
bytetrack_persist_1,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,2,28,suitcase,0.4552,,0,False,False,True,False,398.098,10.582,572.579,323.495
bytetrack_persist_1,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,3,56,chair,0.4028,,0,False,True,False,False,434.267,1.271,638.944,415.216
bytetrack_persist_1,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,4,16,dog,0.3862,,0,False,True,False,False,8.029,81.198,225.923,187.627
bytetrack_persist_1,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,5,24,backpack,0.2254,,0,False,True,False,False,7.996,80.741,225.524,187.339
bytetrack_persist_3,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,0,0,person,0.8773,,0,False,True,False,False,171.313,0.829,268.823,120.326
bytetrack_persist_3,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,1,56,chair,0.6716,,0,False,True,False,False,290.576,0.591,441.89,123.914
bytetrack_persist_3,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,2,28,suitcase,0.4552,,0,False,False,True,False,398.098,10.582,572.579,323.495
bytetrack_persist_3,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,3,56,chair,0.4028,,0,False,True,False,False,434.267,1.271,638.944,415.216
bytetrack_persist_3,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,4,16,dog,0.3862,,0,False,True,False,False,8.029,81.198,225.923,187.627
bytetrack_persist_3,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,5,24,backpack,0.2254,,0,False,True,False,False,7.996,80.741,225.524,187.339
bytetrack_persist_5,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,0,0,person,0.8773,,0,False,True,False,False,171.313,0.829,268.823,120.326
bytetrack_persist_5,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,1,56,chair,0.6716,,0,False,True,False,False,290.576,0.591,441.89,123.914
bytetrack_persist_5,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,2,28,suitcase,0.4552,,0,False,False,True,False,398.098,10.582,572.579,323.495
bytetrack_persist_5,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,3,56,chair,0.4028,,0,False,True,False,False,434.267,1.271,638.944,415.216
bytetrack_persist_5,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,4,16,dog,0.3862,,0,False,True,False,False,8.029,81.198,225.923,187.627
bytetrack_persist_5,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,5,24,backpack,0.2254,,0,False,True,False,False,7.996,80.741,225.524,187.339
botsort,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,0,0,person,0.878,1,0,False,True,False,False,171.258,0.933,268.4,120.221
botsort,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,1,16,dog,0.342,4,0,False,True,False,False,8.159,81.119,226.033,187.43
botsort,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,2,56,chair,0.3557,24,0,False,True,False,False,434.434,2.001,638.852,415.167
botsort,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,3,56,chair,0.6777,41,0,False,True,False,False,294.236,0.729,441.261,123.552
botsort,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,4,28,suitcase,0.4351,20,0,False,False,True,False,399.497,15.394,558.466,319.019
botsort_persist_1,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,0,0,person,0.8773,,0,False,True,False,False,171.313,0.829,268.823,120.326
botsort_persist_1,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,1,56,chair,0.6716,,0,False,True,False,False,290.576,0.591,441.89,123.914
botsort_persist_1,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,2,28,suitcase,0.4552,,0,False,False,True,False,398.098,10.582,572.579,323.495
botsort_persist_1,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,3,56,chair,0.4028,,0,False,True,False,False,434.267,1.271,638.944,415.216
botsort_persist_1,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,4,16,dog,0.3862,,0,False,True,False,False,8.029,81.198,225.923,187.627
botsort_persist_1,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,5,24,backpack,0.2254,,0,False,True,False,False,7.996,80.741,225.524,187.339
botsort_persist_3,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,0,0,person,0.8773,,0,False,True,False,False,171.313,0.829,268.823,120.326
botsort_persist_3,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,1,56,chair,0.6716,,0,False,True,False,False,290.576,0.591,441.89,123.914
botsort_persist_3,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,2,28,suitcase,0.4552,,0,False,False,True,False,398.098,10.582,572.579,323.495
botsort_persist_3,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,3,56,chair,0.4028,,0,False,True,False,False,434.267,1.271,638.944,415.216
botsort_persist_3,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,4,16,dog,0.3862,,0,False,True,False,False,8.029,81.198,225.923,187.627
botsort_persist_3,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,5,24,backpack,0.2254,,0,False,True,False,False,7.996,80.741,225.524,187.339
botsort_persist_5,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,0,0,person,0.8773,,0,False,True,False,False,171.313,0.829,268.823,120.326
botsort_persist_5,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,1,56,chair,0.6716,,0,False,True,False,False,290.576,0.591,441.89,123.914
botsort_persist_5,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,2,28,suitcase,0.4552,,0,False,False,True,False,398.098,10.582,572.579,323.495
botsort_persist_5,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,3,56,chair,0.4028,,0,False,True,False,False,434.267,1.271,638.944,415.216
botsort_persist_5,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,4,16,dog,0.3862,,0,False,True,False,False,8.029,81.198,225.923,187.627
botsort_persist_5,video4/v04_20-21_f00114_t03.80_moderate_blur,video4,114,03.80,moderate_blur,5,24,backpack,0.2254,,0,False,True,False,False,7.996,80.741,225.524,187.339
raw,video4/v04_20-21_f00152_t05.07_moderate_blur,video4,152,05.07,moderate_blur,0,0,person,0.6789,,0,False,True,False,False,374.858,1.675,535.21,211.45
bytetrack,video4/v04_20-21_f00152_t05.07_moderate_blur,video4,152,05.07,moderate_blur,0,0,person,0.639,82,0,False,True,False,False,372.942,1.744,535.523,209.589
bytetrack_persist_1,video4/v04_20-21_f00152_t05.07_moderate_blur,video4,152,05.07,moderate_blur,0,0,person,0.6789,,0,False,True,False,False,374.858,1.675,535.21,211.45
bytetrack_persist_3,video4/v04_20-21_f00152_t05.07_moderate_blur,video4,152,05.07,moderate_blur,0,0,person,0.6789,,0,False,True,False,False,374.858,1.675,535.21,211.45
bytetrack_persist_5,video4/v04_20-21_f00152_t05.07_moderate_blur,video4,152,05.07,moderate_blur,0,0,person,0.6789,,0,False,True,False,False,374.858,1.675,535.21,211.45
botsort,video4/v04_20-21_f00152_t05.07_moderate_blur,video4,152,05.07,moderate_blur,0,0,person,0.639,1,0,False,True,False,False,375.21,1.869,540.636,209.506
botsort_persist_1,video4/v04_20-21_f00152_t05.07_moderate_blur,video4,152,05.07,moderate_blur,0,0,person,0.6789,,0,False,True,False,False,374.858,1.675,535.21,211.45
botsort_persist_3,video4/v04_20-21_f00152_t05.07_moderate_blur,video4,152,05.07,moderate_blur,0,0,person,0.6789,,0,False,True,False,False,374.858,1.675,535.21,211.45
botsort_persist_5,video4/v04_20-21_f00152_t05.07_moderate_blur,video4,152,05.07,moderate_blur,0,0,person,0.6789,,0,False,True,False,False,374.858,1.675,535.21,211.45
raw,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,0,0,person,0.7919,,0,False,True,False,False,302.979,1.601,462.656,217.965
raw,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,1,16,dog,0.5333,,0,False,False,True,False,75.637,186.859,371.448,355.774
raw,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,2,56,chair,0.3636,,0,False,True,False,False,463.455,2.809,639.541,248.519
raw,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,3,39,bottle,0.1555,,0,False,True,False,False,10.037,137.954,45.435,219.183
bytetrack,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,0,0,person,0.7638,107,0,False,True,False,False,299.952,1.475,475.37,220.954
bytetrack_persist_1,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,0,0,person,0.7919,,0,False,True,False,False,302.979,1.601,462.656,217.965
bytetrack_persist_1,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,1,16,dog,0.5333,,0,False,False,True,False,75.637,186.859,371.448,355.774
bytetrack_persist_1,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,2,56,chair,0.3636,,0,False,True,False,False,463.455,2.809,639.541,248.519
bytetrack_persist_1,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,3,39,bottle,0.1555,,0,False,True,False,False,10.037,137.954,45.435,219.183
bytetrack_persist_1,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,4,24,backpack,0.2805,109,1,True,True,False,False,100.816,192.065,380.355,359.521
bytetrack_persist_3,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,0,0,person,0.7919,,0,False,True,False,False,302.979,1.601,462.656,217.965
bytetrack_persist_3,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,1,16,dog,0.5333,,0,False,False,True,False,75.637,186.859,371.448,355.774
bytetrack_persist_3,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,2,56,chair,0.3636,,0,False,True,False,False,463.455,2.809,639.541,248.519
bytetrack_persist_3,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,3,39,bottle,0.1555,,0,False,True,False,False,10.037,137.954,45.435,219.183
bytetrack_persist_3,video4/v04_20-21_f00266_t08.87_clear,video4,266,08.87,clear,4,56,chair,0.3535,110,3,True,False,True,True,415.659,0.0,572.441,218.263
